Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
Comedy,en,2006-12-07,5.5,dad; stifler; well-meaning,American Pie Presents: The Naked Mile
"Drama, Romance",en,2021-07-06,7.0,happy; international; child,Annette
"Crime, Comedy, Action",en,2014-06-05,6.8,schmidt; might; grow,22 Jump Street
"Thriller, Crime, Drama",en,2021-02-26,6.5,drug; influence; operation,Crisis
"Horror, Mystery, Crime",en,2004-10-01,7.4,captured; win; survival,Saw
"Animation, Family, Fantasy, Adventure",en,2012-08-17,7.1,fairies; woods; hollow,Secret of the Wings
"Comedy, Animation, Action, Adventure",ja,2016-07-06,7.6,naruto; day; hokage,The Day Naruto Became Hokage
"Comedy, Romance",en,1999-07-09,6.5,"enter; ""score""; pact",American Pie
"Horror, Mystery",en,1997-12-09,6.4,college; weathers'; deep,Scream 2
"Action, Adventure, Science Fiction",en,2016-06-22,5.2,nothing; brave; extinction,Independence Day: Resurgence
"Action, Crime, Thriller",en,2015-09-17,7.4,between; border; force,Sicario
"Horror, Thriller",en,2014-07-17,6.7,strangers; four; night,The Purge: Anarchy
"Science Fiction, Drama, Thriller",en,2012-02-01,6.8,advantage; spin; students,Chronicle
"Horror, Thriller",en,2010-09-13,6.9,falls; invaded; spirits,Insidious
"Drama, History",en,1956-10-05,7.7,death; household; moses,The Ten Commandments
"Science Fiction, Action",en,2010-11-11,4.9,around; los; angeles,Skyline
"Action, Comedy, Crime",en,2013-06-27,6.6,mullins; shannon; matter,The Heat
"Comedy, Action",en,2020-10-02,6.6,conflict; keep; monitored,Cats & Dogs 3: Paws Unite
"Horror, Comedy",en,1998-10-16,5.9,chucky; hosts; spree,Bride of Chucky
"Action, Science Fiction",en,2014-05-27,7.6,same; combat; awakens,Edge of Tomorrow
"Action, Adventure, Science Fiction, Fantasy",en,2022-12-14,0.0,joining; twelve; long,Avatar 2
"Action, Adventure, Thriller",en,2014-08-07,6.2,ago; expendables’; stonebanks,The Expendables 3
"Science Fiction, Thriller",en,2014-08-28,7.4,intricate; final; prevent,Predestination
"Thriller, Action, Comedy",en,2016-06-02,6.8,face; horsemen; dangerous,Now You See Me 2
"Comedy, Documentary, Action",en,2010-10-15,6.6,"outrageous; pull""; such",Jackass 3D
"Thriller, Horror",en,2016-06-08,7.0,thinking; teens; crime,Don't Breathe
"Drama, Science Fiction, Thriller",es,2019-11-08,7.0,each; also; inmates,The Platform
"Thriller, Mystery, Science Fiction",en,2011-03-08,7.2,"""smart; allows; attract",Limitless
"Comedy, Drama, Romance",en,1994-07-06,8.5,historic; case; do,Forrest Gump
"Drama, Romance",en,2020-08-21,7.5,teaches; unexpected; hopelessly,Chemical Hearts
"Adventure, Science Fiction",en,2018-11-27,6.2,cities; each; old,Mortal Engines
"Science Fiction, Action, Adventure",en,2019-06-05,6.0,battle; makes; galaxy,Dark Phoenix
"Animation, Family",en,2002-10-01,7.0,magic; had; forbidding,Barbie as Rapunzel
"Animation, Music",en,2020-09-01,7.4,places; kingdom; herself,Barbie: Princess Adventure
"Animation, Action, Science Fiction",ja,1993-02-24,7.6,trunks; trunks's; student,Dragon Ball Z: The History of Trunks
"Fantasy, Action, Thriller, Horror",en,2016-11-24,5.8,if; both; faction,Underworld: Blood Wars
"Family, Animation, Fantasy, Comedy",en,1999-12-17,6.0,stuart; qualities; comic,Stuart Little
"Animation, Action, Comedy, Family, Science Fiction",en,2010-10-28,6.9,bumbling; finally; hero,Megamind
"Science Fiction, Adventure, Action",en,2018-05-15,6.6,deep; chewbacca; criminal,Solo: A Star Wars Story
Horror,en,2021-04-29,5.4,holds; forced; 1930s,The Banishing
Drama,en,2018-09-14,6.9,zamperini; wound; suffering,Unbroken: Path to Redemption
"Comedy, Crime, Mystery",en,2019-11-27,7.9,inquisitive; estate; mysteriously,Knives Out
Drama,it,2000-03-16,7.4,sharp; off; women,Malena
"Action, Thriller",en,2011-02-03,5.9,hurley; esa-ala; off,Sanctum
"Comedy, Drama",pt,2021-09-22,7.0,among; fit; ideas,Confessions of an Invisible Girl
Horror,en,2020-07-23,5.6,getaway; sinister; spying,The Rental
"Drama, Horror, Mystery, Comedy",it,2021-07-14,5.9,tree; travelling; camper,A Classic Horror Story
"Action, Science Fiction",en,2004-07-15,6.9,danger; robotics; humanity,"I, Robot"
"Action, Crime, Drama, Thriller",en,1983-12-09,8.2,cartels; fuel; eventually,Scarface
"Science Fiction, War",zh,2019-08-09,5.6,city; hidden; quest,Shanghai Fortress
"Horror, Thriller",en,2021-01-29,5.8,poisoning; scientificand; start,The Mad Hatter
"Comedy, Drama, Romance",en,2006-06-29,7.4,industry; fashion; extremely,The Devil Wears Prada
"Horror, Crime, Drama, Thriller",en,2021-08-04,6.5,move; marriage; house's,Aftermath
"Fantasy, Animation, Action",ja,2008-08-02,7.2,nightmare; damage; konohagakure,Naruto Shippuden the Movie: Bonds
"Drama, War",en,1995-02-24,6.8,streets; mission; minefield,The Walking Dead
Drama,en,2021-09-24,6.5,hansen; suicide; letters,Dear Evan Hansen
"Animation, Family, Adventure, Comedy",en,2008-11-21,6.5,"""super; hollywood; powers""",Bolt
"Action, Adventure",en,2018-07-13,7.4,question; imf; prevent,Mission: Impossible - Fallout
"Comedy, Family, Fantasy",en,2021-10-01,6.7,three; criminals; midnight,Under Wraps
"Animation, Drama, Fantasy",ja,2017-08-18,6.5,or; different; schoolboys,Fireworks
"Action, Thriller",en,2013-05-07,6.2,avenging; man's; criminal,Hummingbird
"Action, Comedy",ja,2016-05-14,6.5,shimizu); loss; suzuki),HK: Hentai Kamen 2 - Abnormal Crisis
"Family, Comedy, Animation",en,2021-12-15,6.9,superstar; wrestling; winnie,Rumble
"Science Fiction, Action, Animation, Mystery",en,2012-08-21,7.8,cowl; era?; forcing,"Batman: The Dark Knight Returns, Part 1"
"Horror, Comedy",en,2019-10-09,7.0,off; rock; fellow,Zombieland: Double Tap
Drama,en,1976-11-21,7.8,stunt; goldmill; balboa,Rocky
"Family, Drama, Comedy",en,2017-04-12,8.1,niece; mary; frank,Gifted
"Horror, Thriller, Mystery",en,2019-01-03,6.5,beyond; circumstances; survive,Escape Room
"Adventure, Comedy, Drama",es,2021-02-25,6.9,friend; best; around,A un paso de mí
"Action, Thriller, Crime, Drama",en,2011-07-27,6.6,grows; vigilante; lead,Colombiana
"Thriller, Drama",en,2021-11-19,7.3,popular; professional; crises,Boiling Point
"Animation, Family",en,1997-11-20,7.6,together; separated; wicked,Anastasia
"Mystery, Horror, Thriller",pt,2021-08-04,6.8,strong; twin; tries,Insensate
"Horror, Drama, Fantasy",en,2020-10-28,6.4,witches; teenage; eclectic,The Craft: Legacy
"Crime, Comedy, Action",en,2011-02-16,5.6,all-girls; turner; trent,"Big Mommas: Like Father, Like Son"
"Family, Fantasy, TV Movie, Music, Adventure, Action, Romance",en,2017-07-21,7.4,royal; self-proclaimed; returns,Descendants 2
"Action, Thriller, Science Fiction",en,2010-11-12,5.8,race; dangerous; blood,Death Race 2
"Drama, Music, History",en,2015-08-11,7.8,how; hardcore; dangerous,Straight Outta Compton
Thriller,de,2021-09-10,4.6,hiking; five; trip,Prey
"Animation, Family, Adventure, Comedy",en,2015-03-09,6.8,than; kristoff; powers,Frozen Fever
"Adventure, Comedy, Science Fiction, Family",en,1985-07-03,8.3,1955; eccentric; disrupting,Back to the Future
"Comedy, Family",es,2021-07-08,4.7,individual; should; parents,The Kids Are Alright: Destination Asturias
"Adventure, Action, Western",en,2016-09-14,6.4,seven; west; ruthless,The Magnificent Seven
Documentary,es,2020-04-03,7.5,documentary; sparked; 'money,Money Heist: The Phenomenon
"Action, Thriller",en,2013-02-06,5.3,heroes; opposing; mcclanes,A Good Day to Die Hard
"Thriller, Crime",da,2021-05-27,6.3,police; pedophilia; marco,The Marco Effect
"Action, Thriller, Romance",en,2010-12-08,6.2,tourist; elsie; there's,The Tourist
Thriller,en,2021-09-22,6.1,wife; wife; those,Intrusion
"Action, Thriller, Science Fiction",en,1991-07-03,8.1,john; termination; attempt,Terminator 2: Judgment Day
"Family, Animation, Adventure, Science Fiction, Comedy",en,1999-08-06,7.9,1957; boy; ultimately,The Iron Giant
Horror,en,2000-03-17,6.5,prevents; accident; vision,Final Destination
"Animation, Adventure, Comedy, Fantasy",en,2016-07-11,5.7,quest; chosen; frank,Sausage Party
"Action, Adventure, Comedy, Family",en,2021-01-29,6.5,long-lost; turn; treasure,Finding 'Ohana
Drama,pl,2019-09-10,7.8,20-year-old; work; prior,Corpus Christi
"Drama, History, Romance",fr,2021-07-09,6.8,core; its; novice,Benedetta
"Adventure, Action",en,2012-08-09,5.4,dinosaurs; colony; jungle,The Dinosaur Project
"Animation, Action, Adventure",en,2014-05-13,7.1,son; secretly; batman,Son of Batman
"Comedy, Romance",en,2009-02-05,6.4,ironically; columnist; glamorous,Confessions of a Shopaholic
"Comedy, Drama",it,1997-12-20,8.5,fairy; deported; convince,Life Is Beautiful
"Thriller, TV Movie",en,2017-02-25,6.2,husband; contractor; work,Infidelity in Suburbia
Horror,es,2020-01-30,6.4,urgent; police; evil,La Casa
"Animation, Adventure, Family, Fantasy",en,2020-10-16,7.4,goddess; moon; animated,Over the Moon
"Family, Animation, Fantasy, Action, Adventure",en,2012-11-21,7.4,lays; evil; imagination,Rise of the Guardians
"Comedy, Horror",en,2009-09-18,5.8,she's; level; it's,Jennifer's Body
"Action, Adventure, Animation",ja,2012-12-15,7.5,minion; seas; seastone,One Piece Film: Z
"Fantasy, Action, Mystery",en,2013-08-21,6.4,forces; shadowhunters; warriors,The Mortal Instruments: City of Bones
"Documentary, Music",es,2021-09-22,3.5,legendary; songs; la,We Are Nothing
Comedy,es,2021-06-24,5.8,local; musician; fall,Undercover Wedding Crashers
"Adventure, Comedy, Science Fiction",en,2006-09-01,6.3,arrive; series; they're,Idiocracy
"Family, Adventure, Animation, Fantasy, Science Fiction",ja,2016-07-16,6.6,work; despises; together,Pokémon the Movie: Volcanion and the Mechanical Marvel
"Family, Animation, Romance",en,1955-06-22,7.1,dog; side; lady,Lady and the Tramp
"Drama, History",en,2018-03-23,7.4,prison; write; known,"Paul, Apostle of Christ"
"Drama, Mystery",en,2013-12-25,6.8,led; aspects; care,Nymphomaniac: Vol. II
"Drama, Romance",de,2011-12-07,5.9,hotel; advice; started,Hotel Desire
"Comedy, Drama, Family, Fantasy, Science Fiction",cn,2008-01-30,7.2,play; once; much,CJ7
"Horror, Science Fiction",en,2021-04-03,5.3,earth; those; seems,Rise of the Mummy
"Adventure, Action, Fantasy",en,2023-03-17,0.0,ally; power; ancient,Aquaman and The Lost Kingdom
"Comedy, Family, Adventure, Romance",en,2008-10-03,5.3,gets; viv's; lost,Beverly Hills Chihuahua
Comedy,en,2003-10-24,6.0,news; alien; campbell,Scary Movie 3
"Animation, Comedy, Family, Adventure",en,1970-12-24,7.3,legatees; rescue; bonfamille,The Aristocats
"Drama, Horror, Science Fiction",es,1967-01-01,6.2,emerged:; human; living,Soy leyenda
Comedy,en,2020-10-06,6.4,together; decide; great,American Pie Presents: Girls' Rules
"Action, Comedy, Family, Adventure",en,2001-03-18,5.8,cortez; think; children,Spy Kids
"Drama, Romance",en,2022-01-06,6.3,declare; cyrano; friend,Cyrano
"Action, Crime, Thriller",en,2006-04-11,7.3,jail; russian; battle,Undisputed II: Last Man Standing
"Animation, Drama, Science Fiction, Music",ja,2021-07-16,8.4,eyes; figure; rural,Belle
"Fantasy, Action, Adventure",en,2016-06-29,5.9,tarzan; called; having,The Legend of Tarzan
"Animation, Science Fiction, Action",ja,2014-03-25,6.4,devised; black-market; dealer,Avengers Confidential: Black Widow & Punisher
"Crime, Drama, Action",en,1994-09-14,8.3,long; 12-year-old; dea,Léon: The Professional
"Animation, Drama, Adventure, Fantasy",en,2019-11-15,6.4,crash; huge; island,Away
"Animation, Comedy, Family",en,2009-09-17,6.6,destroyed?; enabling; disaster,Cloudy with a Chance of Meatballs
"Action, Comedy, Crime",en,2012-03-14,6.9,drugs; students; police,21 Jump Street
"Family, Adventure, Comedy, Animation",en,2002-11-06,6.0,toll; patch; accidentally,101 Dalmatians II: Patch's London Adventure
"Comedy, Horror",en,2015-10-23,6.5,fight; world’s; put,Scouts Guide to the Zombie Apocalypse
"Family, Animation, Fantasy",en,2011-08-11,7.4,sprites; proper; modern,Barbie: Princess Charm School
"Science Fiction, Action, Thriller",cn,2010-08-11,4.9,army; cave; sunny,City Under Siege
"Action, Drama, War",en,2014-03-05,6.1,forces; massive; mortal-turned-god,300: Rise of an Empire
"Comedy, Romance",en,2009-09-19,5.5,four; many; cut-rate,Couples Retreat
"Thriller, Romance, Drama, Mystery",en,2020-12-10,6.2,powerful; nico; immunity,Songbird
"Adventure, Action",en,1984-05-23,7.3,indiana; upon; jones,Indiana Jones and the Temple of Doom
"Comedy, Romance",en,2018-08-16,7.7,imaginary; mysteriously; boy,To All the Boys I've Loved Before
"Family, Animation, Adventure, Comedy",en,2007-10-28,6.0,florist; making; disillusioned,Bee Movie
"Family, Fantasy, Comedy",en,1971-06-29,7.5,kids; winner; golden,Willy Wonka & the Chocolate Factory
"Comedy, Crime, Drama",en,2016-08-17,6.9,won; $300; david,War Dogs
"Crime, Drama, Action",en,2021-01-22,6.1,dickens; ultimate; payday,Twist
"Animation, Family",en,2006-09-19,7.7,ladies; king; dance,Barbie in The 12 Dancing Princesses
Comedy,es,2021-12-21,7.5,travel; don; doña,Grumpy Christmas
"Horror, Science Fiction, Action, Fantasy",ja,2015-09-01,5.8,stops; injured; armin,Attack on Titan II: End of the World
"Family, Adventure, Comedy, Fantasy, Animation",en,2015-01-28,6.1,writes; go; search,The SpongeBob Movie: Sponge Out of Water
"Adventure, Family, Fantasy",en,2016-05-25,6.5,hatter; saving; faces,Alice Through the Looking Glass
"Action, Adventure, Thriller",en,2015-10-26,6.5,peels; truth; m,Spectre
"Drama, Action, Adventure, History, War",en,2012-01-19,6.5,tuskegee; airmen; pilots,Red Tails
"Animation, Family, Comedy",en,2013-09-26,6.4,shrimpanzees; like; forced,Cloudy with a Chance of Meatballs 2
"Action, Thriller, Science Fiction",en,2012-04-12,5.9,prison; outer; agent,Lockout
"Horror, Thriller",en,2020-10-23,6.2,mountain; struggles; full,The Wolf of Snow Hollow
"Fantasy, Action",en,2004-04-02,6.7,evil; cause; days,Hellboy
"Mystery, Thriller, Drama",en,2014-10-01,7.9,focus; disappearance; circus,Gone Girl
"Adventure, Comedy, Fantasy, Family, Drama",en,2017-01-19,7.6,owners; quest; goes,A Dog's Purpose
"Action, Drama, Adventure",en,2000-05-01,8.2,renamed; spaniard; commodus,Gladiator
"Science Fiction, Action, Adventure, Thriller",en,1987-06-12,7.5,themselves; jungle; american,Predator
"Action, Thriller",en,2019-08-21,6.5,attack; treacherous; banning,Angel Has Fallen
Horror,en,2003-08-15,6.0,mass; devises; evil,Freddy vs. Jason
"Action, Adventure, Animation, Science Fiction, Thriller",en,2009-08-19,6.9,like; fearsome; extinction,9
"Comedy, Drama",en,2010-11-04,6.3,journey; present; gets,Due Date
Documentary,en,2009-03-17,6.3,thomas; mick; its,Porno Unplugged
"Animation, Family",en,1940-11-13,7.4,sound!; disney's; walt,Fantasia
"Fantasy, Action, Adventure, Family",en,2013-02-27,5.8,gets; face; between,Jack the Giant Slayer
"Animation, Family",en,2021-04-16,7.0,lion; king; pearl,Zog and the Flying Doctors
"Animation, Comedy, Family, Western, Adventure",en,2011-03-02,6.8,less-than-courageous; gun-slinging; forced,Rango
Drama,en,2014-04-16,6.6,old; 4-year; pastor,Heaven Is for Real
"Drama, Science Fiction, Mystery",en,2016-11-10,7.6,expert; land; determine,Arrival
"Action, Crime, Thriller",en,2022-03-16,0.0,cover; million; danny,Ambulance
"Fantasy, Thriller, Action, Adventure, Horror",en,2017-06-06,5.5,unforgiving; deep; unjustly,The Mummy
"Thriller, Crime, Horror",en,2010-06-17,6.5,finish; book—attracting; rowdy,I Spit on Your Grave
"Comedy, Romance",en,2008-07-02,7.0,island; ex-lovers; invited,Mamma Mia!
"Drama, Thriller, Crime",en,2013-09-18,8.0,stake; head; go,Prisoners
"Horror, Mystery",en,2009-08-26,5.6,deadly; peers; sets,The Final Destination
"Animation, Family",en,1963-12-25,7.2,trying; merlin; hunting,The Sword in the Stone
"Drama, Horror, TV Movie",en,2002-11-04,6.2,telekinetic; teenage; white,Carrie
Drama,en,2021-11-11,7.9,cusp; promising; city,"tick, tick... BOOM!"
"Animation, Action, Adventure, Crime, Fantasy",en,2021-01-12,7.0,lady; faces; three,Batman: Soul of the Dragon
"Action, Science Fiction, Adventure",en,2014-07-30,7.9,target; abducted; discovering,Guardians of the Galaxy
"Drama, Science Fiction",en,2022-01-21,7.4,malfunctions; front; jake,After Yang
"Animation, Drama, Family, Fantasy",ja,2012-07-21,8.3,daughter; werewolf; father's,Wolf Children
"Animation, Family, Fantasy, Adventure, Drama",ja,2018-06-16,7.3,great-grandfather; allow; allowing,Mirai
"Family, Animation, Fantasy, Adventure, Comedy, Music",en,2016-10-13,6.7,branch; far; day,Trolls
"Animation, Comedy, Family",en,2011-11-18,6.1,fly!; dance; together,Happy Feet Two
"Comedy, Romance",en,2009-01-09,6.2,accidentally; weddings; rivals,Bride Wars
"Animation, Family",es,2020-11-12,6.7,named; peace; xoloitzcuintle,Xico's Journey
"Comedy, Action, Animation, Adventure",ja,2004-08-21,7.3,force; ventures; snow,Naruto: Ninja Clash in the Land of Snow
"Animation, Action, Comedy, Family",en,2004-09-20,6.0,meanwhile; great; whose,Shark Tale
"Fantasy, Drama",en,2013-10-01,7.3,serving; taken; fall,The Book of Daniel
"Comedy, Romance",en,2004-04-09,6.7,bright; matthew's; danielle,The Girl Next Door
"Action, Adventure, Science Fiction",en,2014-03-20,7.7,full; york; comes,Captain America: The Winter Soldier
"Horror, Mystery",en,2011-08-12,6.0,survive; unsuspecting; race,Final Destination 5
"Action, Science Fiction, Thriller",en,2013-01-04,5.8,races; race; lucas,Death Race: Inferno
"Animation, Science Fiction",ja,2019-06-29,7.1,variety; lethargic; transform,Cencoroll Connect
Drama,en,2019-08-09,7.3,nfl; prison; accused,Brian Banks
"Action, Science Fiction, Drama",ko,2013-08-01,6.9,experiment; future; aboard,Snowpiercer
"Horror, Thriller",en,1980-05-23,8.2,live; winter; isolated,The Shining
"Animation, Family",en,2021-09-21,5.8,arcade; sled; hiccup,Go! Go! Cory Carson: Chrissy Takes the Wheel
"Science Fiction, Thriller",en,2013-06-27,6.2,sent; moon; crew,Europa Report
"Action, Adventure, Science Fiction",en,2016-12-14,7.5,resistance; steal; galaxy,Rogue One: A Star Wars Story
"Adventure, Action, Thriller",en,2006-11-14,7.5,le; mission; game,Casino Royale
"Documentary, Comedy",en,2017-09-30,5.7,evidence; mythology; existing,Batman & Jesus
"Comedy, Fantasy, Family, Music, Animation",en,2011-12-14,5.7,seems; go; chipettes,Alvin and the Chipmunks: Chipwrecked
"Family, Adventure, Animation, Comedy, Action",en,2000-03-31,7.2,inhabitants; do; map,The Road to El Dorado
"Animation, Comedy, Family, Fantasy",en,2008-09-19,6.0,hunchbacked; evil; displeasure,Igor
"Action, Thriller",en,2012-03-15,5.6,occupation; training; washington,Red Dawn
"Science Fiction, Action, Animation, Mystery",en,2013-01-03,8.0,city; reign; old,"Batman: The Dark Knight Returns, Part 2"
"Adventure, Drama, Action",ja,2010-09-09,7.3,country; period; lord,13 Assassins
"Action, War, History, Romance, Drama",en,2001-05-21,6.9,pilots; walker; devastating,Pearl Harbor
"Drama, TV Movie",en,2022-01-14,6.9,face; upbringing; making,Ray Donovan: The Movie
