Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Action, Adventure, Fantasy",en,2015-01-09,5.1,opponent; ancient; unlock,The Scorpion King 4: Quest for Power
"Drama, History, Mystery, Thriller",en,1976-04-04,7.7,compels; investigation; scandal,All the President's Men
"Music, Romance, Drama",en,2012-03-30,6.1,rematch; dancer; crew,StreetDance 2
"Comedy, Crime",en,2012-10-12,6.8,screenwriter; kidnap; los,Seven Psychopaths
"Animation, Fantasy, Adventure",ja,2006-07-29,6.6,boy's; journey; enter,Tales from Earthsea
"Comedy, Drama, Thriller",es,1987-02-07,7.3,antonio; successful; nothing,Law of Desire
Science Fiction,en,2018-10-02,6.1,gems; rich; depths,Prospect
"Action, Adventure, Drama, Thriller",en,2004-12-17,6.0,aircraft; major; crew,Flight of the Phoenix
"Thriller, Horror",en,2018-05-25,5.8,side; tire; road,Downrange
"Documentary, Music",en,2013-08-29,8.5,"niall; really; us""",One Direction: This Is Us
"Crime, Thriller",en,2019-08-30,4.5,destroys; fan; action,The Fanatic
"Comedy, Family",en,2004-11-24,6.1,krank; hours; uproar,Christmas with the Kranks
"Animation, Action, Crime, Family",en,1998-02-11,7.0,donor; begin; involuntary,Batman & Mr. Freeze: SubZero
"Horror, Mystery, Science Fiction",en,2011-06-16,5.7,band; quarantine; placed,Quarantine 2: Terminal
"Drama, Romance",en,1999-12-31,7.1,parents; religious; five,The Virgin Suicides
"Action, Animation, Family",en,2015-05-12,5.7,gotham; than; trail,Batman Unlimited: Animal Instincts
"Horror, Science Fiction",en,2014-10-17,5.5,deep; fun; alien,Extraterrestrial
"Comedy, Drama",es,1999-04-16,7.7,had; knew; boy's,All About My Mother
"Animation, Action, Fantasy, Drama, Comedy",ja,2015-04-25,7.5,no; mirai; sets,Beyond the Boundary: I'll Be Here – Future
"Action, Crime, Drama, Thriller, Mystery",en,2009-12-04,5.7,bets; plan; unexpected,Armored
"Documentary, Crime",fr,2021-09-09,6.0,mother; police; women:,The Women and the Murderer
Action,en,2020-09-29,6.3,thriller; owner; ticking,Welcome to Sudden Death
"Romance, Drama",fr,2013-10-09,7.1,herself; loses; discover,Blue Is the Warmest Color
"Horror, Thriller",en,1989-08-11,5.4,intention; taunting; series,A Nightmare on Elm Street: The Dream Child
"Mystery, Crime",en,2022-02-08,4.4,heiress; antique; jack,Miss Willoughby and the Haunted Bookshop
"Action, Science Fiction",en,1973-06-15,5.7,gorilla; cause; civil,Battle for the Planet of the Apes
"Drama, Fantasy, Romance",fr,1946-10-29,7.5,tragic; beast; beauty,Beauty and the Beast
"Adventure, Family",de,2015-12-10,7.1,frankfurt; germany; eight-year-old,Heidi
Drama,de,1981-04-02,7.3,scene; 'sound'; drug,Christiane F.
Horror,en,2013-10-08,5.4,runs; turn; disastrous,Beneath
"Drama, Thriller, Comedy",es,2014-08-21,7.8,deadly; people; distressed,Wild Tales
"Action, Crime, Thriller, Drama",en,2018-10-25,6.1,too; retrieve; lisbeth,The Girl in the Spider's Web
"Drama, War",it,1976-03-02,5.4,blackmail; kitty's; dangerous,Salon Kitty
"Comedy, Romance",en,1998-02-26,6.6,shop; fox; book,You've Got Mail
Animation,en,2014-10-06,7.7,obsession; ever; hybrid,Monster High: Freaky Fusion
Drama,zh,1993-01-01,7.9,"beginnings; troupe; ""farewell",Farewell My Concubine
"Comedy, Crime, Drama",en,1973-12-25,8.0,murdered; caper; lord,The Sting
"Drama, History",en,1980-10-02,8.1,behind; film); merrick,The Elephant Man
War,en,1962-09-25,7.6,"germans; ""for; june",The Longest Day
"Drama, Comedy",en,1991-12-27,7.7,crisis; women; threadgoode,Fried Green Tomatoes
"Drama, Family",en,1992-10-09,7.1,maclean; brother; follows,A River Runs Through It
Drama,fr,2018-05-09,6.9,like; jacques; just,Sorry Angel
"Comedy, Science Fiction, Family",en,1993-07-23,5.3,don't; pair; enormous,Coneheads
Horror,en,2007-04-05,5.7,evil; expertise; waits,The Reaping
"Adventure, Drama, War",en,2003-11-14,7.1,including; severe; abrupt,Master and Commander: The Far Side of the World
Comedy,en,2015-02-27,6.4,dream; fabulous; no,After the Ball
"Drama, History, Thriller",ko,2017-12-27,8.0,interrogation; police; dying,1987: When the Day Comes
"Thriller, Science Fiction, Mystery",en,1999-04-16,7.0,discovers; friend; fuller,The Thirteenth Floor
Horror,en,2008-05-11,5.7,steven; detail; werewolf,Never Cry Werewolf
"Animation, Family",ja,1999-07-17,6.9,joys; cope; we,My Neighbors the Yamadas
"Drama, Thriller, Crime",en,2001-11-17,7.0,confesses; 'demons'; father's,Frailty
"Western, Horror",en,2015-10-23,6.8,doctor's; attacked; found,Bone Tomahawk
"Family, Music, Comedy, Drama, TV Movie, Romance",en,2008-06-20,6.4,unpredictable; rock; gets,Camp Rock
"Action, Comedy, Fantasy, Thriller",en,2014-02-04,6.9,documentary; interviews; bars,Marvel One-Shot: All Hail the King
"Science Fiction, Mystery, Action",en,2000-11-17,5.9,grand; conspiracy; meets,The 6th Day
"Thriller, Horror",en,2014-10-16,5.8,same; known; earlier,The Town that Dreaded Sundown
"Science Fiction, Action, Fantasy",en,2012-09-13,6.5,gun; discarded; 47',Marvel One-Shot: Item 47
"TV Movie, Comedy, Romance",en,2022-02-19,5.8,third; closer; uneаsy,The Wedding Veil Legacy
"Fantasy, Comedy, Romance, Science Fiction",en,2000-07-27,5.0,ego; gets; sherman,Nutty Professor II: The Klumps
"Western, Thriller",en,2021-10-01,7.4,farmer; talent; gun-slinging,Old Henry
"Action, Thriller",en,2017-04-27,6.2,cia; london; apprehend,Unlocked
"Comedy, Crime, Adventure, Fantasy",fr,1965-12-08,6.7,weapon; fantômas; distinguished,Fantomas Unleashed
"Comedy, Fantasy, Romance",en,2019-04-04,6.8,beleaguered; april; self,Little
"Drama, Thriller, Crime",en,2014-08-09,5.9,disturbing; disappearance; police,The Captive
"Family, Animation, Comedy, Adventure",en,2019-06-10,5.7,animated; brother; abandon,Playmobil: The Movie
"Science Fiction, Horror",en,2017-06-02,4.6,vacation; invasion; attack,The Recall
"Adventure, Comedy, Action, Romance",en,2015-04-30,5.8,adolescence; suburban; water-boarded,Barely Lethal
"Comedy, Family, Drama",en,2015-11-12,6.0,cooper; night; clan,Love the Coopers
"Animation, Family, Comedy, Adventure, Romance",en,2010-09-17,5.9,land; ends; everything,Alpha and Omega
"Horror, Comedy",en,1987-07-31,7.0,couple; small; quiet,The Lost Boys
Documentary,en,2021-09-03,7.2,woman’s; created; publisher-turned-detective,Misha and the Wolves
"Comedy, Horror",en,2012-08-31,5.7,gang; zombie; bank,Cockneys vs Zombies
"Animation, Comedy, Adventure, Family",en,2018-03-07,6.8,ado; dreaming; valiant,The Stolen Princess
"Horror, Thriller",en,2016-10-22,6.1,prank; nightmare; drunken,Don't Hang Up
"Science Fiction, Action, War",en,2005-07-27,5.3,initiates; program; top-secret,Stealth
"Drama, Thriller",en,2012-03-22,7.3,point; found; canadian,Argo
"Thriller, Science Fiction",en,1984-12-06,6.7,poises; still-orbiting; aboard,2010
"Science Fiction, Animation, Action",ja,2013-04-24,5.8,terrorist; murderer; shield,Iron Man: Rise of Technovore
"Thriller, Animation, Science Fiction",ja,2015-11-13,7.1,committing; technology; health,Harmony
"Adventure, Action, Comedy",en,1986-12-17,4.8,brother; tribe'; legions,Allan Quatermain and the Lost City of Gold
"Crime, Thriller, Drama",en,1997-04-10,7.3,boss; caught; try,Jackie Brown
"Family, Animation, Fantasy",en,2014-03-25,7.1,it's; believe; throne,"Monster High: Frights, Camera, Action!"
"Mystery, Crime, Thriller",en,1941-10-18,7.8,involves; criminals; beautiful,The Maltese Falcon
"Action, Drama, Thriller",de,1998-03-03,7.3,train; lola's; event,Run Lola Run
"Romance, Comedy",en,2021-04-22,6.3,growing; friend; practice,This Little Love of Mine
"Fantasy, Comedy",en,2017-07-27,3.9,men; falls; curse,Sleeping Beauties
"Action, Thriller",en,1989-10-05,5.7,gang; cop; believes,The Punisher
Drama,en,1993-12-12,7.9,police; fifteen; falsely,In the Name of the Father
"Drama, History, Comedy",en,2020-03-12,6.4,liberation; turned; london,Misbehaviour
Drama,en,2002-08-31,5.8,they're; brutish; looks,Ken Park
"Drama, Romance",en,2015-07-06,6.4,relationship; invite; unaware,Love
"Comedy, Romance",en,1999-07-30,6.1,always; always; writes,Runaway Bride
"Action, Crime, Thriller",en,2006-07-27,5.9,chinese-cuban; tubbs; loves,Miami Vice
"Thriller, Drama",en,2019-01-04,6.4,makes; fight; survival,Rust Creek
"Thriller, Crime, Drama",en,2015-11-20,5.9,gets; together; trouble,Criminal Activities
"Comedy, Romance, TV Movie",en,2013-12-12,5.9,newfound; decides; shut,Fir Crazy
"Comedy, Music",en,2007-08-03,5.7,feature; oneself; apart,Bratz
"Adventure, Family, Fantasy, Science Fiction, TV Movie",en,1984-11-25,6.0,cindel; giant; mother,The Ewok Adventure
Drama,en,2016-01-08,6.3,journey; following; shakes,Lamb
"Action, Crime, Thriller",en,2000-03-22,6.2,or; families; hang,Romeo Must Die
"Drama, Science Fiction",de,1927-02-06,8.2,mastermind; working; working,Metropolis
Comedy,en,2019-02-08,4.7,circle; parents; social,Drunk Parents
Horror,en,2008-04-02,5.9,sunny; much; visiting,The Ruins
"Comedy, Romance",en,2003-01-09,5.7,opposition; disaster; rich,Just Married
"Animation, Action, Adventure, Family",en,2018-09-07,7.0,madman; adventure; lonely,Next Gen
"Horror, Thriller",en,2014-04-18,6.3,debt; receive; married,13 Sins
"Drama, Romance",es,2016-12-16,7.0,travels; hope; connection,The Lighthouse of the Orcas
"Action, Crime, Drama, Thriller",zh,2013-12-24,6.0,hostage; police; officer,Police Story: Lockdown
"Thriller, Science Fiction, Mystery",en,1997-09-09,6.8,skills; clear; themselves,Cube
"Thriller, Crime, Mystery",en,1999-02-26,6.4,welles; relentlessly; small,8MM
"Crime, Thriller",en,2007-06-01,6.9,thriller; alter; sometimes,Mr. Brooks
Romance,ko,2015-12-03,6.3,night; suggests; extremely,My Friend's Wife
"Comedy, Romance, Drama",en,1988-02-05,7.1,successful; operation; bohemian,The Unbearable Lightness of Being
"Romance, Drama",en,2019-11-15,7.5,placed; unexpected; familial,Waves
"Animation, Science Fiction, War, Action, Romance, Music",ja,1984-07-21,6.9,zentrans; macross; original,Macross: Do You Remember Love?
"Science Fiction, Comedy, Thriller, Horror, Mystery",en,2012-08-10,6.1,drunk!; resting; cops,Grabbers
"Drama, Action, Crime",en,2005-01-17,6.3,police; situation; detective,Chaos
Drama,ja,2017-09-10,5.0,or; came; marriage?),Berlin Drifters
"Mystery, Animation, Fantasy",ja,2013-10-26,7.7,wiping; fate; herself,Puella Magi Madoka Magica the Movie Part III: Rebellion
"Romance, Drama",ja,2018-05-25,7.6,falls; voice; day,After the Rain
"Drama, History",en,2016-09-30,6.8,historian; deborah; holocaust,Denial
"Thriller, Drama, Romance",es,2011-03-04,6.8,us; classroom; device,Perras
"Thriller, Crime, Science Fiction, Mystery",en,2009-04-28,4.3,darko; dreams; california,S. Darko
"Action, Thriller, Crime, Fantasy, Mystery",en,2000-10-31,5.4,killed; avenge; corvis,The Crow: Salvation
"Adventure, Action, Comedy, Romance",en,1984-03-30,6.7,wrong; package; joan,Romancing the Stone
"Thriller, Mystery, Horror",en,2019-02-01,5.3,series; revenge; discovered,Velvet Buzzsaw
"Drama, Comedy, Romance",de,1956-12-01,7.2,mother; sissi; attempts,Sissi: The Young Empress
"Comedy, Thriller, Crime",en,1995-10-20,6.5,miami; hollywood; barboni,Get Shorty
"Thriller, Drama, Horror, Mystery, Science Fiction",en,2004-09-24,5.9,loss; cope; embarks,The Forgotten
"Drama, Romance",es,2002-11-08,7.6,try; sabotage; budding,Love Hurts
Drama,en,2016-09-25,5.9,forms; northwest:; ambiguous,Certain Women
"Action, Crime, Thriller",en,2001-03-13,5.6,domestic; district; forces,Exit Wounds
"Animation, Family",en,2012-10-09,6.7,"students; monster; ""be",Monster High: Ghouls Rule
"Western, Drama, Mystery",en,1973-04-19,7.4,comes; decide; lago,High Plains Drifter
"Comedy, Family",en,2006-03-09,4.9,important; workaholic; dad,The Shaggy Dog
"Drama, Thriller, Mystery",en,1997-09-12,7.6,cold-hearted; gift; present,The Game
Drama,en,2015-10-02,6.5,michelin; spearheading; redeem,Burnt
"Drama, Animation, Family, Comedy, Fantasy",en,1989-11-17,6.7,named; allowing; inside,All Dogs Go to Heaven
"Drama, Thriller",en,2015-05-06,6.1,substantial; banker; policy,Careful What You Wish For
Documentary,en,2021-06-16,7.0,leaders; start; current,Pray Away
"Comedy, Animation, Family, Adventure, Science Fiction, Fantasy",ja,2015-03-07,6.1,heroes; looks; agree,Doraemon: Nobita and the Space Heroes
"Comedy, Family, Fantasy",en,1987-06-05,6.1,trip; dead; money,Harry and the Hendersons
"Animation, Action, Crime",ja,2017-02-04,7.9,casino; no; goemon,Lupin the Third: Goemon's Blood Spray
"Romance, Drama, Comedy",en,2006-10-04,6.4,took; yorkers; underground,Shortbus
Drama,sv,2003-09-16,7.3,mother; bright; words,Evil
"Horror, Thriller",ja,1998-01-30,7.1,tape; events; puts,Ringu
"Drama, Action, Thriller",ko,2020-02-22,7.2,consequences; robbery; unexpected,Time to Hunt
"Drama, Romance",en,2007-09-03,7.0,whitman; bed; complications,Hotel Chevalier
"Thriller, Action",en,2015-09-29,5.0,race; set; try,Swat: Unit 887
"Action, Adventure, Comedy, Crime",en,1963-11-07,7.0,strangers; crash; $350000,"It's a Mad, Mad, Mad, Mad World"
"Comedy, Adventure, Crime, Family",en,2014-03-20,6.3,tour; sidekick; headed,Muppets Most Wanted
"Mystery, Thriller, Horror",en,1998-12-04,5.1,though; movements; terrible,Psycho
"Adventure, Drama, History, Romance",en,2003-12-24,6.9,drifter; perilous; ruby,Cold Mountain
"Comedy, Action, Documentary",en,2021-07-11,5.5,pain; stunts; cast,Jackass Shark Week
"Thriller, Horror",en,2009-03-27,6.2,transformed; owner's; funeral,The Haunting in Connecticut
"Horror, Thriller, Science Fiction",en,1984-05-11,6.2,wife; dangerous; medical,Firestarter
"Action, Drama",en,2013-10-21,5.3,leader; revenge; little,Green Street Hooligans: Underground
Horror,en,2022-03-10,0.0,alani; spirit; event,Iblis Dalam Kandungan
"Action, Crime, Thriller",en,2013-01-31,5.5,bring; cop; partners,Bullet to the Head
"Animation, Family, Comedy",en,1999-10-31,7.1,daisy; stories; minnie,Mickey's Once Upon a Christmas
"Drama, Romance",en,2020-08-21,8.0,teen; condition; struggles,Words on Bathroom Walls
Drama,en,1990-12-04,7.8,victims; rare; treatment,Awakenings
"Family, Drama, Music",en,2007-11-21,7.4,gift; musical; parents,August Rush
"Thriller, Mystery",en,1949-08-31,8.0,grief-stricken; theory; penniless,The Third Man
"Action, Animation, Comedy",en,2017-11-14,6.4,defaced; decided; attorney,Batman vs. Two-Face
"Drama, Thriller",en,2019-10-31,6.7,essrog; 1957; syndrome,Motherless Brooklyn
"Adventure, Action, Fantasy",en,2002-07-12,6.1,american; clan; much,Reign of Fire
Comedy,en,1987-07-01,6.8,ends; plans; contend,Adventures in Babysitting
"Horror, Action, Thriller, Mystery",de,2017-09-29,5.6,much; plagued; ambition,Zombies
"Action, Crime, Drama, Mystery",en,2008-07-17,7.2,system; penal; afterward,Felon
"Drama, Thriller",en,2016-03-25,6.5,acquitted; murdering; wealthy,The Whole Truth
Drama,it,1977-05-17,5.1,unlike; every; fascination,Playing with Love
"Action, Fantasy",en,2010-06-08,6.7,(michael; made; reintroduces,Mortal Kombat: Rebirth
"Drama, Adventure, Romance, Thriller",en,2000-02-03,6.4,twenty-something; excited; beach,The Beach
"Drama, Music",en,2000-09-15,7.5,band; 15-year-old; miller's,Almost Famous
"Music, Drama, Romance",en,2020-10-09,8.4,spread; follows; viral,Clouds
"Mystery, Animation, Family, Comedy",en,2014-08-19,7.7,make; those; velma,Scooby-Doo! Frankencreepy
"Drama, Adventure",en,1991-02-01,7.1,sexual; mike; travel,My Own Private Idaho
"Comedy, Adventure",en,1991-02-14,5.2,nj; court; gadabout,Nothing but Trouble
"Comedy, Crime",pt,2021-04-28,6.6,sister; band; bind,Get the Grift
"Drama, History",es,2020-11-19,8.0,police; porfirio; díaz,Dance of the Forty One
"Comedy, Drama",en,2018-05-04,6.8,brother; named; newborn,Tully
"Drama, Science Fiction",en,2011-07-22,6.7,ambitious; tragic; paths,Another Earth
"Drama, Horror, Science Fiction",en,1931-11-21,7.5,body; succeeds; searches,Frankenstein
"Crime, Drama, Thriller",en,2003-05-19,7.8,named; worth; utilized,Dogville
"Horror, Science Fiction, Thriller",en,1989-02-10,5.5,wait; place; state,The Fly II
"TV Movie, Romance, Thriller",en,2014-05-26,6.4,managed; hall; cathy,Petals on the Wind
Comedy,en,2002-10-01,5.3,they've; seas; unfortunately,Boat Trip
"Comedy, Drama, Horror, Thriller",ja,2001-03-17,6.4,stranger; ‘q’; natures,Visitor Q
"Action, Crime, Drama, Thriller",en,2012-08-31,5.7,convenience; unexpected; held,Fire with Fire
"Mystery, Thriller",es,2016-08-19,6.4,consequences; spectacularly; lack,Boy Missing
"Action, Adventure, Drama, History",en,1992-10-09,6.1,indigenous; depicts; conquest,1492: Conquest of Paradise
"Drama, History",fr,2010-05-18,6.7,reside; convictions; seven,Of Gods and Men
"Action, Adventure, Fantasy, Animation",ja,2018-08-18,7.6,fish”; meliodas; beast,The Seven Deadly Sins: Prisoners of the Sky
"Horror, Science Fiction",en,1988-08-05,6.7,horror; warfare; sci-fi,The Blob
"Horror, Thriller, Science Fiction",en,2019-05-24,6.5,series; killed; making,Assimilate
"Romance, Drama",en,2001-01-20,6.4,wordless; musician; name,Intimacy
"Animation, Action, Science Fiction, Adventure, Fantasy",en,2009-01-27,7.1,resume; wilderness; tracking,Hulk vs. Wolverine
Drama,fr,2004-03-17,7.7,teacher; boys; hope,The Chorus
"Drama, History",ru,1925-12-24,7.7,masterful; account; editing,Battleship Potemkin
Drama,en,2007-12-27,7.2,power; coach; transform,The Great Debaters
"Drama, Horror, Mystery, Thriller",en,2005-07-29,6.6,working; orleans; entangled,The Skeleton Key
"Comedy, Music, Romance",en,1998-10-01,6.6,meet; work; unsuccessful,A Night at the Roxbury
"Drama, Horror, Music",fr,2018-09-19,7.1,night; rehearse; sangria,Climax
"Drama, Fantasy, Horror",en,1988-09-10,6.8,lost; visit; book,Paperhouse
Horror,en,1980-02-08,6.7,radio; coastal; occurs,The Fog
"Drama, Thriller, Horror",en,2004-08-06,5.5,sea; water; unless,Open Water
"Action, Drama, Western",en,2007-09-07,7.1,'fastest; ford; robert,The Assassination of Jesse James by the Coward Robert Ford
Thriller,en,2007-04-11,5.8,goes; ferret; hill,Perfect Stranger
Comedy,en,2014-02-01,4.1,lord; hungover; headache,The Hungover Games
"Horror, Thriller, Science Fiction",en,2011-07-20,5.3,funded; it's; mission,Apollo 18
Comedy,pt,2022-03-03,6.8,different; quirky; cultures,Whindersson Nunes: É de Mim Mesmo
"Crime, Thriller",en,2022-03-11,0.0,modest; caught; discovery,Ash & Dust
"Drama, Thriller, Crime",en,2003-02-21,7.4,accused; activist; capital,The Life of David Gale
"Drama, History",en,1980-11-14,8.0,temper; violence; outside,Raging Bull
"Comedy, Romance",fr,2005-10-26,5.7,françois; offers; lottery,How Much Do You Love Me?
"Drama, War, Action, Adventure",en,2018-10-26,4.9,teach; japanese; crew,Air Strike
"Action, Crime",en,2019-06-14,6.6,locked-and-loaded; legendary; youth,Shaft
"Horror, Thriller",en,2020-01-23,6.0,job; suspect; private,The Turning
"Drama, History",en,1953-09-16,6.8,robe; killed; learn,The Robe
"Fantasy, Comedy, Family",en,2002-10-31,5.9,scott; obscure; again,The Santa Clause 2
Drama,fr,1995-05-31,8.1,injured; seriously; night,La Haine
"Action, Adventure, Animation, Family",en,2013-12-03,5.7,smashing; greatest; threat,Iron Man & Hulk: Heroes United
"Comedy, Action, Romance, Crime",en,2016-02-29,6.4,fatal; run; crime,Mr. Right
"Action, Science Fiction",en,1976-06-23,6.6,civic; no; escape,Logan's Run
"TV Movie, Documentary",en,2014-03-18,7.1,footage; look; agents,Marvel Studios: Assembling a Universe
"Animation, Fantasy, Science Fiction",en,1983-03-25,6.5,however; teegra; evil,Fire and Ice
Documentary,en,2020-06-19,8.2,themselves; how; transgender,Disclosure
"Thriller, Crime, Drama",en,2014-12-25,5.9,risk; ring; step,The Gambler
"Horror, Thriller",en,2006-05-19,5.4,killer; captured; those,See No Evil
"Comedy, Action",en,2018-03-08,5.9,that's; company; turmoil,Gringo
"Horror, Thriller",en,2013-06-06,6.3,inside; night; gods,V/H/S/2
"Drama, Documentary",en,2015-07-03,7.2,knights; uprising; cartel,Cartel Land
"Romance, Thriller",nl,2015-06-04,6.2,inherits; sight; gets,Obsession
"Animation, Fantasy, Action",ja,2014-07-12,6.4,any; searching; members,K: Missing Kings
"Fantasy, Horror, Drama",ja,1964-12-29,7.8,comes; taking; money,Kwaidan
"Drama, Adventure, Western",en,2010-12-22,7.3,following; marshal; cogburn,True Grit
"Adventure, Animation, Family, Comedy",en,2010-10-21,5.7,look-a-like; big; come,Open Season 3
Comedy,en,2019-11-07,6.5,chaotic; tragic; discovery,The Personal History of David Copperfield
"Horror, Fantasy, Drama",en,2017-10-20,6.2,trapped; battle; arrives,Cold Skin
"Mystery, Thriller, Horror",en,2014-10-18,4.7,teaches; children; shouldn't,Finders Keepers
"Horror, Comedy",en,1987-05-01,6.2,second; raft; blob,Creepshow 2
Documentary,en,2016-12-22,4.8,women; sexual; feminine,Sexology
"Animation, Comedy, Fantasy, Adventure, Family",en,2012-12-15,7.9,like; scooby-doo; clues,Scooby-Doo! Mask of the Blue Falcon
"Thriller, Horror, Drama",en,2017-12-08,5.9,teenage; awakens; performs,Pyewacket
"Crime, Drama, Thriller",en,2016-12-25,6.2,centered; era; crime,Live by Night
"Action, Thriller",ja,2009-04-11,7.2,genji; feared; between,Crows Zero II
"Horror, Drama, Thriller",en,2016-09-09,4.5,horrors; unimaginable; dream,The Disappointments Room
"Family, Adventure, Animation, Comedy, Fantasy",en,2017-11-02,6.2,seem; fight; pursuit,Gnome Alone
"Romance, Drama, Music, TV Movie",en,2017-02-10,7.4,allison; figure; singer,Kiss and Cry
Comedy,en,2015-03-26,6.0,minutes; rich; businessman,Get Hard
Drama,en,2020-10-09,7.0,up-and-coming; farmer; rebecca,Percy
Drama,fr,2014-05-22,8.3,raise; peculiar; widow,Mommy
"Drama, Horror, Science Fiction",en,1935-04-20,7.6,creating; understanding; good,The Bride of Frankenstein
"Horror, Science Fiction, Comedy",en,2012-06-16,5.2,egg; deadly; low-budget,Piranhaconda
"Comedy, Horror",en,2014-06-19,7.6,modern; hipster; vampire,What We Do in the Shadows
"Drama, Crime",en,2013-01-24,5.2,fund; girls; restaurant,Spring Breakers
"Fantasy, Drama",de,2017-10-02,6.8,15-year-old; radically; forced,Blue My Mind
"Drama, Fantasy, TV Movie, Family",en,1984-10-09,7.3,learns; nature; makes,A Christmas Carol
Horror,en,2015-10-06,4.2,game; torment; grandson,The Ouija Exorcism
"Animation, Comedy, Family",en,2008-12-03,7.3,gromit; bakery; case,A Matter of Loaf and Death
Romance,ko,2018-12-14,8.3,due; comes; wife,The Girl Next Door 2
"Action, Thriller, Crime",cn,1992-04-16,7.6,partner; excessive; working,Hard Boiled
"Crime, Drama",en,2002-12-19,7.4,extended; following; monty,25th Hour
"Science Fiction, Comedy, Family, Fantasy",en,1987-12-18,6.7,leave; build; demolished,*batteries not included
"Crime, Drama",es,2010-07-23,7.2,mother; albeira; ex-boyfriend,Sin tetas no hay paraíso
"Music, Drama, History",en,2009-01-16,6.9,"""notorious""; brooklyn; notion",Notorious
"Adventure, Fantasy, Science Fiction, Action",en,2011-09-13,6.5,agent; doesn't; prison,Marvel One-Shot: The Consultant
"Action, Horror",ja,2007-10-11,6.2,discern; grisly; keeps,X-Cross
"Action, Crime",en,1989-08-04,6.7,drumgoole; relatively; paroled,Lock Up
Drama,ja,2017-01-28,6.9,simpering; wreaks; least,Antiporno
Western,en,2015-09-16,6.0,killer; returns; however,Forsaken
Drama,en,2014-09-07,6.3,chronic; widower; member,Cake
"Drama, Crime, Mystery, Thriller",en,1986-01-01,7.6,human; kidnapped; investigation,Blue Velvet
"Drama, Thriller, Western",en,2021-06-01,6.3,buried; stay; just,Potter's Ground
"Comedy, Drama",da,1998-04-28,6.5,lars; appearance; film,The Idiots
"Adventure, War",en,1966-12-20,7.2,presence; 'rice-bowl'; uss,The Sand Pebbles
"Comedy, Fantasy, Animation, Drama, Family",ja,2012-04-21,7.5,old; shy; hungry,A Letter to Momo
"Romance, TV Movie",en,2017-11-17,6.7,intrigue; ends; some,A Christmas Prince
"Drama, Crime, Action",en,1973-12-23,7.2,inspector; rogue; dirty,Magnum Force
"Action, Drama",en,2014-05-27,5.7,service; killed; sent,Tapped Out
"Drama, Crime",es,2012-11-11,7.0,"cartel; ""cartel; involved",The Snitch Cartel
"Drama, Comedy, Crime",en,2009-05-17,6.5,pioneers; chronicles; jack,Middle Men
"Drama, Fantasy, Horror",en,1936-05-11,6.2,countess; seeks; cure,Dracula's Daughter
"Animation, Comedy, Family, Science Fiction, Adventure, TV Movie",en,2014-07-26,7.1,unlikeliest; star; death,Phineas and Ferb: Star Wars
"Drama, Action",en,2006-09-28,7.1,us; past; 'a',The Guardian
"Action, Crime, Thriller",en,1971-07-14,7.5,rescuing; take-no-prisoners; callahan,Dirty Harry
"Comedy, Fantasy",en,2022-02-25,4.1,floyd; enigmatic; biography,Big Gold Brick
"Fantasy, Animation, Comedy, Family",en,2005-07-14,5.3,it's; vacationing; stuart,Stuart Little 3: Call of the Wild
Comedy,en,2011-11-04,6.0,beloved; father-in-law's; stumbling,A Very Harold & Kumar Christmas
"Comedy, Family, Animation",en,2011-12-02,6.7,christmas; refuses; appreciate,The Smurfs: A Christmas Carol
"Romance, Thriller, Drama",en,1990-02-16,6.6,beauty; 12; except,Revenge
"Animation, Comedy",en,2010-10-28,6.4,stay; challenges; character,Scared Shrekless
"Family, Comedy, Adventure",en,2002-02-08,5.9,truth; latest; cross-country,Big Fat Liar
"Drama, History",en,2015-11-06,7.8,globe; shaking; how,Spotlight
"Drama, Horror",en,2004-01-30,6.5,-; downs; another,Ginger Snaps 2: Unleashed
"Animation, Action, Adventure, Family, Comedy",en,2015-08-25,6.9,luthor; bricks; 52,LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom!
Action,en,2019-06-13,6.8,crime; vigilantes; daughter,Hollow Point
"Comedy, Drama, Family, Fantasy, Romance",en,2006-02-28,6.1,manhattanite; down-and-out; chance,Just My Luck
"Drama, Thriller",en,2018-03-09,6.4,murder; teenage; problems,Thoroughbreds
"Science Fiction, Action, Drama, Thriller",en,1997-04-25,5.8,fissure; opens; shatters,Volcano
"Drama, Crime",en,2013-03-14,6.9,rider; stunt; collision,The Place Beyond the Pines
"Action, Drama",cn,1991-08-15,7.2,martial; arts; stance,Once Upon a Time in China
"Mystery, Drama, Thriller",ko,2018-05-17,7.4,lived; named; introduces,Burning
Drama,tl,2013-07-27,5.5,ultimate; ultimate; three,Porno
Animation,ja,2009-12-19,6.2,2009; 7; land,Naruto: The Cross Roads
"Action, Horror, Science Fiction",en,2016-05-17,5.8,x-corp; virus; controls,Cyborg X
"Drama, Horror, Thriller",fr,1960-01-11,7.6,génessier; graft; laboratory,Eyes Without a Face
"Action, Science Fiction, Thriller",en,2007-04-25,6.0,threatens; power; johnson,Next
"Horror, Thriller, Mystery",fr,2003-06-18,6.7,girls'; spend; getaway,High Tension
"Drama, Crime, Thriller",en,2017-12-07,4.9,criminals; itself; deniro,Bullet Head
"Animation, Science Fiction",ja,2013-09-28,7.3,ring; no; side,The Garden of Sinners: Future Gospel
