Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Animation, Action, Adventure, Fantasy",ja,2021-07-30,7.0,temple; grand; magic,Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon
"Science Fiction, Action, Adventure, Comedy",en,2014-08-07,5.9,shadows; city; york,Teenage Mutant Ninja Turtles
"Drama, Romance, Thriller",en,2015-02-11,5.9,take.; little; powerful,Fifty Shades of Grey
Action,en,2021-11-15,6.6,amateur; fighter; specializing,Never Back Down: Revolt
"Animation, Family, Comedy, Fantasy",en,2021-01-15,8.1,friend; teen; reconnect,Wish Dragon
"Animation, Comedy, Family, Adventure",en,2002-03-10,7.3,giant; allies; unlikely,Ice Age
"Action, Adventure, Comedy",en,2019-08-01,6.9,security; anarchist; actions,Fast & Furious Presents: Hobbs & Shaw
"Animation, Comedy, Family",en,1999-10-30,7.6,shift; mount; barn,Toy Story 2
Action,en,2021-08-18,6.8,justice; wife's; left,Sweet Girl
Thriller,fr,2021-08-18,7.5,higher; working; brigade,The Stronghold
"Animation, Adventure, Family, Western",en,2021-05-20,7.5,befriends; prescott's; wild,Spirit Untamed
"Action, Thriller",en,2021-04-29,7.1,uncovers; conspiracy; murder,Tom Clancy's Without Remorse
"Adventure, Fantasy",en,2010-10-17,7.8,remaining; walk; putting,Harry Potter and the Deathly Hallows: Part 1
"Animation, Science Fiction, Fantasy, Action",en,2021-10-09,7.8,control; decides; unhinged,Injustice
"Horror, Thriller, Comedy",pl,2021-10-27,4.0,carnage; something; horrible,Nobody Sleeps in the Woods Tonight 2
Action,en,2021-03-06,5.9,breaks; hitman; kill,American Badger
"Animation, Action, Science Fiction, Drama",ja,2021-03-08,8.5,evangelions; impact; humanity,Evangelion: 3.0+1.0 Thrice Upon a Time
"Animation, Family",en,2021-10-08,6.8,royal; fashionable; bee,LOL Surprise: The Movie
"Animation, Family, Fantasy",en,2009-02-05,7.8,true.; passage; coraline,Coraline
"Science Fiction, Adventure, Mystery, Action, Thriller, Fantasy, Comedy",fr,2020-11-19,6.2,superpowers; dismantle; mere,How I Became a Superhero
"Animation, Comedy, Action, Family, Crime",en,2022-03-17,0.0,infamous; bad; most-wanted,The Bad Guys
"Science Fiction, Action",en,2018-09-28,6.9,investigative; following; host,Venom
"Action, Comedy",fr,2021-07-30,6.8,son; returns; secret,The Last Mercenary
"Animation, Family, Adventure, Comedy",en,2011-06-11,6.0,star; compete; race.,Cars 2
Documentary,en,2022-02-09,7.4,alleged; within; could,Downfall: The Case Against Boeing
"Animation, Comedy, Family, Fantasy",en,2007-06-28,7.8,appreciates; sophisticated; culinary,Ratatouille
Animation,en,2021-12-02,7.2,could; mickey; minnie,Mickey and Minnie Wish Upon a Christmas
"Animation, Science Fiction, Action",ja,1993-03-06,7.2,south; goku; kai,Dragon Ball Z: Broly – The Legendary Super Saiyan
"Fantasy, Action, Adventure",en,2022-05-04,0.0,mind-bending; adversary; both,Doctor Strange in the Multiverse of Madness
"Mystery, Crime, Drama, Thriller",en,2022-02-09,6.7,steamer; couple’s; champagne,Death on the Nile
"Action, Crime, Horror, Thriller",en,2021-05-14,6.3,greatest; heist; mercenaries,Army of the Dead
"Family, Comedy",en,2021-11-12,5.2,home; valuable; max,Home Sweet Home Alone
"Action, Drama, Horror, Science Fiction, Thriller",en,2009-09-04,6.1,chain; american; fates,Carriers
"Action, Drama",en,2016-08-01,7.0,stands; killed; big,Boyka: Undisputed IV
"Action, Adventure, Science Fiction",en,2009-10-10,5.8,"world's; crust; ""arks""",2012
Romance,en,2021-07-06,3.3,male; lead; horrible,Why Women Cheat
"Animation, Comedy, Family, Music",en,2016-11-23,7.1,competition; koala; business,Sing
"Adventure, Action, Thriller, Science Fiction",en,2011-06-16,5.2,destroy; force; fate,Green Lantern
"Action, Horror, Thriller",ko,2020-07-15,6.9,zombies; wastelands; peninsula,Peninsula
Comedy,en,2015-06-25,6.3,law; person; couple,Ted 2
Drama,ja,1985-01-15,5.9,whom; men; sexual,High School Teacher: Maturing
"Action, Adventure, Fantasy",en,2017-05-30,7.3,amazon; conflict; confront,Wonder Woman
"Action, Thriller, Crime",en,2022-03-04,4.7,within; working; local,A Day to Die
"Action, Adventure, Science Fiction",en,2021-03-12,4.2,general; threat; soldiers,Cosmic Sin
"Adventure, Fantasy, Action",en,2007-05-19,7.2,edge; believed; headed,Pirates of the Caribbean: At World's End
"Horror, Action, Fantasy",en,2010-01-21,5.8,lies; michael; trapped,Legion
"Animation, Comedy, Romance, Drama, Fantasy",ja,2019-06-15,8.4,upperclassman; crush; mai,Rascal Does Not Dream of a Dreaming Girl
"Family, Comedy, Adventure, Animation, Fantasy",en,2021-03-25,7.3,looking; mischievous; everything,Peter Rabbit 2: The Runaway
"Animation, Action, Science Fiction",ja,2013-03-30,6.8,defeated.; there; kai.,Dragon Ball Z: Battle of Gods
"Animation, Family, Fantasy, Comedy, Music, Adventure",en,2021-09-23,8.1,pegasi; determined; should,My Little Pony: A New Generation
Action,en,2021-01-08,6.3,veteran; rescue; hero,Redemption Day
"Adventure, Action, Science Fiction",en,2012-01-19,6.1,sean; mom's; mythical,Journey 2: The Mysterious Island
"Drama, Comedy, Romance",en,2010-11-22,7.0,infallible; anyone; whose,Love & Other Drugs
"Fantasy, Drama, Romance, History",en,2022-01-21,7.4,king; quest; immortality,The King's Daughter
"Action, Comedy, Adventure",en,2018-05-10,7.5,battles; cable; mercenary,Deadpool 2
"Action, Crime, Thriller",en,2017-04-12,6.9,seduces; closest; face,The Fate of the Furious
"Fantasy, Action",en,2008-07-01,6.3,expert; public; agent's,Hancock
"Science Fiction, Adventure, Thriller",en,2014-11-19,6.8,mass; symbol; katniss,The Hunger Games: Mockingjay - Part 1
"Animation, Action, Science Fiction",ja,1994-03-12,6.7,falls; turns; place,Dragon Ball Z: Broly – Second Coming
"Horror, Thriller",en,2013-07-18,7.5,caught; case; farmhouse.,The Conjuring
"Comedy, Romance",ko,2021-06-04,7.9,couple; lows; survive,Sweet & Sour
Drama,es,2021-11-12,4.0,enough; off; ran,The Belly of the Sea
"Action, Animation",ja,2020-11-27,3.5,awaits; end; future,Grisaia: Phantom Trigger The Animation
"Adventure, Fantasy",en,2016-11-16,7.3,habitats.; magical; even,Fantastic Beasts and Where to Find Them
"Action, Drama, Horror, Science Fiction, Thriller",en,2013-06-20,6.8,content.; human; investigate,World War Z
"Animation, Music, Family",en,2021-08-20,7.3,compete; isn’t; bright,"Barbie: Big City, Big Dreams"
"Animation, Action, Adventure, Comedy, Family, Fantasy, Science Fiction",en,2021-06-20,6.9,never; visited; villains,Teen Titans Go! See Space Jam
"Action, Comedy",en,2021-07-15,6.7,bouncer; problem; goes,Jolt
"Animation, Family, Comedy, Fantasy",en,2020-10-23,6.9,innocent; mountains; olaf,Once Upon a Snowman
Crime,es,2021-10-08,6.9,chinatown; onslaught; hold,Outlaws
"Animation, Action, Fantasy",en,2021-08-30,8.0,fight; warlord; forces,Mortal Kombat Legends: Battle of the Realms
"Action, Thriller",en,2021-06-11,6.2,daughter; former; stepfather's,Rogue Hostage
"Drama, Romance",en,2018-01-17,6.7,threats; shared; ending,Fifty Shades Freed
"Action, Science Fiction, Fantasy",en,2020-11-20,5.0,every; celebrated; jiu-jitsu,Jiu Jitsu
"Action, Thriller, Crime",en,2009-04-16,6.0,working; stolen; mobster,Crank: High Voltage
"Adventure, Fantasy, Action",en,2001-12-18,8.4,hobbit; ring; arrives,The Lord of the Rings: The Fellowship of the Ring
"Animation, Family, Adventure",en,1998-06-18,7.9,li; disguises; fight,Mulan
"Adventure, Fantasy, Action",en,2011-04-21,6.8,dangerous; odin's; asgard,Thor
"Comedy, Drama, Romance",en,2008-05-12,6.6,jilt; york; leads,Sex and the City
Thriller,en,2021-07-30,6.4,family's; artwork; steal,Masquerade
"Animation, Family, Fantasy",en,1989-11-17,7.4,falls; princess; human,The Little Mermaid
"Comedy, Romance",es,2021-07-30,6.8,sex; multiple; relationships,More the Merrier
Horror,es,2021-05-05,6.2,knowing; brave; inherited,The Exorcism of Carmen Farias
"Action, Horror, Thriller",ko,2016-07-20,7.8,busan; law; pushes,Train to Busan
"Animation, Family, Adventure, Fantasy",en,2013-11-20,7.3,true; elsa’s; courage,Frozen
"Animation, Fantasy, Action",ja,2012-07-28,7.6,unleashes; leaf; seal,Naruto Shippuden the Movie: Road to Ninja
"Action, Science Fiction, Adventure",en,2010-07-15,8.4,regain; cobb; implantation,Inception
"Crime, Thriller",en,2021-02-27,8.1,basement; sara; home,Girl in the Basement
"Comedy, Romance, Drama",en,2009-06-01,7.1,visa; tate; editor,The Proposal
"Animation, Adventure, Action, Fantasy",ja,2020-02-01,7.6,village; fortress; disappeared,Goblin Slayer: Goblin's Crown
"Family, Fantasy, Animation, Romance",en,1950-02-22,7.0,ultimate; mice; turned,Cinderella
Horror,es,2021-10-21,7.0,messes; things; crush,El amarre
Comedy,en,2009-06-02,7.3,perseveres; can't; seem,The Hangover
"Adventure, Comedy, Family, Fantasy",en,2005-07-13,7.0,world's; factory; boy,Charlie and the Chocolate Factory
"Action, Adventure, Science Fiction",en,2018-06-06,6.6,owen; isla; grady,Jurassic World: Fallen Kingdom
"Thriller, Action, Crime",en,2017-02-08,7.3,travels; world’s; forced,John Wick: Chapter 2
"Comedy, Family",es,2021-12-17,7.5,parents.; divorce; opportunity,Mamá o papá
"Family, Adventure, Animation, Comedy, Fantasy, Drama",en,2019-06-19,7.6,taking; reluctant; adds,Toy Story 4
"Fantasy, Drama, Romance",en,2008-11-20,6.3,falls; reveals; classmate,Twilight
"Crime, Comedy, Action, Adventure",en,2014-12-13,7.6,genius; recruits; super-secret,Kingsman: The Secret Service
"Drama, Crime",en,2021-11-24,7.6,serving; violent; past,The Unforgivable
"Action, Science Fiction, Adventure",en,2013-07-11,6.8,year; trainee; forces,Pacific Rim
"Family, Animation",en,2020-09-10,7.0,gem; royal; power,PAW Patrol: Jet To The Rescue
"Drama, Romance",en,1997-11-18,7.9,whole; rossi; 15,Titanic
"Adventure, Fantasy, Action",en,2012-11-26,7.3,epic; thirteen; mountain,The Hobbit: An Unexpected Journey
"Horror, Thriller",en,2016-06-08,7.3,alone; raising; four,The Conjuring 2
"Comedy, Romance",it,2022-01-05,6.2,single; portray; concept,Four to Dinner
"Action, Thriller",en,2016-10-19,5.9,jack; turner; reacher,Jack Reacher: Never Go Back
"Adventure, Action, Science Fiction, Thriller",en,2022-06-08,0.0,humans; live—and; once,Jurassic World Dominion
Crime,fi,2021-10-27,6.9,finland's; pasila; social,Bordertown: The Mural Murders
"Action, Thriller",en,2021-06-03,5.5,criminal; countless; caught,The Misfits
"Drama, Science Fiction, Thriller",en,2021-06-09,6.0,consume; ability; chaos,Awake
"Thriller, Drama, Crime",hi,2021-11-19,7.2,may; sees; alarming,Dhamaka
Drama,en,1999-10-15,8.4,shocking; toward; ticking-time-bomb,Fight Club
"Adventure, Family, Animation",en,2019-07-12,7.1,idolizes; mufasa's; drama,The Lion King
"Thriller, Horror, Mystery",en,2021-09-01,7.0,terrifying; worsens; torment,Malignant
"Action, Adventure, Drama, Family",en,2010-06-10,6.5,kung; even; maintenance,The Karate Kid
"Action, Science Fiction, Fantasy",en,2022-03-30,0.0,worse; remedy; blood,Morbius
"Comedy, Family, Romance",es,2022-02-09,4.0,looking; children; likes,¡Qué Despadre!
"Horror, Thriller",en,2021-01-26,6.0,despite; set; jen,Wrong Turn
"Action, Adventure, Science Fiction, Fantasy, Drama",en,2023-06-23,0.0,flash; act; prevent,The Flash
"Action, Adventure, Science Fiction",en,2018-02-13,7.4,throne; t'challa; wakanda,Black Panther
"Animation, Drama",ja,2016-09-17,8.4,until; already; too,A Silent Voice: The Movie
"Animation, Family",en,2003-05-30,7.8,--; seagulls; barrier,Finding Nemo
"Thriller, Action",en,2014-12-16,6.2,murder; inspector; killer,Taken 3
"Adventure, Fantasy, Action",en,2003-12-01,8.5,dark; revealed; frodo,The Lord of the Rings: The Return of the King
Horror,en,2003-05-21,6.2,stalked; psychopathic; traumatized,The Texas Chainsaw Massacre
"Animation, Family, Comedy",en,2021-07-30,7.6,fulfill; song; music-loving,Vivo
"Animation, Action",en,2020-10-13,7.2,joker.; same; run,Batman: Death in the Family
"Animation, Drama, Fantasy, Romance",ja,2019-06-19,8.1,strange; cue; away,Weathering with You
"Action, Adventure, Animation, Family",en,2004-10-27,7.7,it's; formerly; raise,The Incredibles
Comedy,en,2021-03-04,6.6,crown; street; queens,Coming 2 America
Comedy,fr,2021-09-15,6.3,go; learn; billionaire,Spoiled Brats
"Action, Science Fiction, Adventure",en,2008-04-30,7.6,unique; fight; engineer,Iron Man
Thriller,en,2021-08-16,6.1,families; like; tooth.,Plan A
"Horror, Thriller, Mystery",en,2021-07-01,6.8,six; they've; common,Escape Room: Tournament of Champions
"Science Fiction, Action, Fantasy",en,1997-06-20,4.3,issues; robin; gotham,Batman & Robin
"Action, Fantasy, Horror",en,2012-06-20,5.7,crush; president; helpers,Abraham Lincoln: Vampire Hunter
"Action, Adventure, Science Fiction, Thriller",en,2015-06-06,6.7,isla; dinosaur; john,Jurassic World
Documentary,en,2017-03-28,5.5,some; career; 2,After Porn Ends 2
"Action, Adventure, Drama",ja,2021-04-23,7.9,revenge; vowed; strongest,Rurouni Kenshin: The Final
"Thriller, Animation, Action, Comedy, Horror, Mystery",ja,2011-07-30,7.2,castle; behind; facility,Naruto Shippuden the Movie: Blood Prison
"Action, Comedy, Thriller, Horror",no,2021-07-30,6.7,anything; carry; respective,The Trip
Comedy,en,2010-06-24,6.3,basketball; weekend; former,Grown Ups
"Animation, Action, Science Fiction",ja,1994-07-09,5.8,little; found; old,Dragon Ball Z: Bio-Broly
"Adventure, Action, Fantasy",en,2017-05-23,6.6,salazar; jack; legendary,Pirates of the Caribbean: Dead Men Tell No Tales
"Animation, Comedy, Family, Adventure",en,2009-06-26,6.7,heats; meet; times,Ice Age: Dawn of the Dinosaurs
Drama,en,2021-02-25,4.2,ruthless; suffer; were,The Penitent Thief
"Animation, Adventure",ja,2020-12-25,7.3,ash; crooked; ketchum,Pokémon the Movie: Secrets of the Jungle
"Mystery, Adventure, Comedy",en,2002-06-14,6.0,strange; ways; mystery,Scooby-Doo
"Animation, Family",en,2010-11-24,7.6,feisty; away; rider,Tangled
"Action, Adventure, Science Fiction",en,2013-04-18,6.9,called; mandarin; formidable,Iron Man 3
"Action, Adventure, Fantasy",en,2010-06-30,4.7,earth; nation; successor,The Last Airbender
"Western, Action",en,2021-09-10,5.8,marshal; pawnee; tread,Catch the Bullet
"Adventure, Comedy, Fantasy",en,2019-12-04,7.0,jumanji; rescue; return,Jumanji: The Next Level
"Drama, Romance",en,2017-02-08,6.5,christian; past; build,Fifty Shades Darker
"Animation, Family, Comedy, Music, Fantasy",en,2021-08-20,7.8,castle; royalty; giant,The Loud House Movie
"Drama, Romance",ko,2020-07-06,7.3,aunt; than; korea.,The Secret to Be Told: Relationship With My Aunt
"Drama, Comedy",es,2021-10-05,6.1,meaning; cosmos; comedian,This Is Not a Comedy
"Horror, Mystery",en,2021-06-28,6.8,force; slayings; town,Fear Street: 1994
"Action, Adventure, Fantasy, Science Fiction",en,2017-11-15,6.1,metahumans; victor; superman's,Justice League
"Action, Adventure, Animation, Family",en,2018-06-14,7.5,faces; day; care,Incredibles 2
"Science Fiction, Adventure, Action",en,2018-03-28,7.6,popular; compete; system,Ready Player One
"Fantasy, Adventure",en,2022-04-07,0.0,scamander; effort; truest,Fantastic Beasts: The Secrets of Dumbledore
"Animation, Family",en,2021-12-09,7.4,christmas; cheer; brown,Snoopy Presents: For Auld Lang Syne
Comedy,en,2000-07-07,6.3,masked; pile; stalked,Scary Movie
"Horror, Thriller, Mystery",en,2021-09-29,6.0,boarding; house; search,No One Gets Out Alive
"Adventure, Drama, Science Fiction",en,2014-11-05,8.4,distances; wormhole; space,Interstellar
"Animation, Family, Action, Comedy, Science Fiction, Fantasy",en,2017-02-08,7.2,gotham; usual; discovering,The Lego Batman Movie
"Action, Adventure, Fantasy",en,2019-05-03,7.0,boy; comes; battle,Pokémon Detective Pikachu
Action,en,2021-09-10,6.7,daughter; than; process,Kate
"Adventure, Family, Fantasy",en,2005-12-07,7.1,siblings; discover; charming,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
"Comedy, Family",en,1998-07-28,7.1,identical; annie; parents,The Parent Trap
"Romance, Family, Animation, Fantasy",en,1991-10-22,7.7,staff; who's; follow,Beauty and the Beast
"Animation, Adventure",en,2019-04-18,7.9,journey; distractions; ends,The Pilgrim's Progress
"Action, Adventure, Fantasy",en,2013-10-30,6.6,journey; yet; cannot,Thor: The Dark World
"Animation, Family, Fantasy",ja,1997-03-26,6.7,goku.; jr.; doesn't,Dragon Ball GT: A Hero's Legacy
"Animation, Comedy, Family",en,2007-07-25,7.0,supply; water; declared,The Simpsons Movie
"Action, Thriller, Crime",en,2019-05-15,7.4,returns; tag; every,John Wick: Chapter 3 - Parabellum
"Action, Drama, Science Fiction",en,2017-02-28,7.8,near; logan's; cares,Logan
"Science Fiction, Action, Adventure",en,2014-06-25,5.9,autobots; earth; menace,Transformers: Age of Extinction
"Animation, Family, Adventure, Drama, Comedy",en,2015-06-09,7.9,disgust; tries; riley's,Inside Out
"Thriller, Action, Crime",en,2020-01-15,7.2,armas; mike; down,Bad Boys for Life
"Science Fiction, Thriller",en,2021-04-08,6.2,human; --; women,Voyagers
"Science Fiction, Action, Thriller, Adventure",en,2015-06-23,5.9,attack; john; future,Terminator Genisys
"Adventure, Fantasy, Action",en,2002-12-18,8.4,wizard; power; merry,The Lord of the Rings: The Two Towers
"Comedy, Thriller, Drama",ko,2019-05-30,8.5,unemployed; incident; entangled,Parasite
"Crime, Drama",en,2021-09-22,6.7,growing; caught; influence,The Many Saints of Newark
"Action, Comedy, Mystery, Crime",en,2016-06-15,6.4,pal; lured; old,Central Intelligence
"Animation, Comedy, Family, Adventure",en,2009-05-28,7.9,until; wilderness; age,Up
"Drama, Crime, Thriller",en,2009-10-15,7.3,justice; also; sets,Law Abiding Citizen
"Thriller, Adventure, Action",en,2010-08-03,6.2,ross; specialist; scout,The Expendables
"Horror, Mystery",en,2021-07-08,7.3,solve; alive; groups,Fear Street: 1978
"Action, Crime",en,2020-02-05,7.0,singer; quinn; forces,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)
"Family, Fantasy, Comedy",pl,2021-12-06,6.3,big; figure; change,David and the Elves
"Science Fiction, Action, Thriller",en,2010-07-03,6.2,themselves; extraterrestrial; predators,Predators
"Thriller, Crime",en,2021-02-19,6.5,treatment; wood; broker,Body Brokers
"Science Fiction, Action",en,2020-10-25,5.6,alien; elite; turn,Skylines
"Horror, Thriller",en,2022-03-03,7.0,grocery; lame; store,Fresh
Documentary,it,2016-06-24,5.5,demanding; body; happy,Porn to Be Free
Science Fiction,en,2020-08-31,5.7,he's; bent; discover,Solitary
"Horror, Crime, Mystery",en,2021-05-12,6.2,“zeke”; entrapped; banks,Spiral: From the Book of Saw
"Action, Adventure, Comedy, Crime, Thriller",en,2017-09-20,7.0,kingsman; headquarters; forced,Kingsman: The Golden Circle
"Family, Comedy, Fantasy, Animation",en,2021-04-30,7.1,revelation; however; surprising,22 vs. Earth
"Action, Thriller, Crime, Adventure",en,2015-04-01,7.3,comatose; dominic; shaw,Furious 7
"Adventure, Action, Science Fiction",en,2017-04-19,7.6,parentage; together; mysteries,Guardians of the Galaxy Vol. 2
"Animation, Family, Comedy",en,2010-06-16,7.8,andy; return; haven't,Toy Story 3
"Thriller, Horror",en,2021-01-26,6.2,male; american; guard,Caged
