Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Science Fiction, Action",en,2018-08-29,6.2,crew; thugs; powerful,Kin
"Action, Thriller, Adventure, Science Fiction",en,2003-03-28,5.7,detonate; consequences; keyes,The Core
"Horror, Drama, Thriller",en,2019-09-20,5.5,vast; cal; screaming,In the Tall Grass
Documentary,en,2017-10-28,7.0,some; tell; original,Harry Potter: A History Of Magic
"Adventure, Comedy, Drama, Family",en,1993-02-03,6.9,classic; adventures; quest,Homeward Bound: The Incredible Journey
Drama,de,2021-09-16,5.6,very; murdered; unknowingly,Je suis Karl
Documentary,en,2014-03-21,7.7,maloof's; maier's; vivian,Finding Vivian Maier
"Comedy, Science Fiction, Horror, Thriller",en,2004-06-10,5.7,ask; wife; who've,The Stepford Wives
"Horror, Comedy",en,1992-08-13,7.4,transforming); cosgrove's; bites,Braindead
Comedy,es,2021-09-16,7.1,complex; misunderstandings; financial,Chilangolandia
Documentary,en,2001-11-19,6.9,matrix; goes; 1999,The Matrix Revisited
Horror,en,2014-08-22,6.0,–; let; various,The Possession of Michael King
"Comedy, Romance",en,2018-05-25,5.8,thing; go; could,Ibiza
"Action, Thriller",en,2012-02-09,6.4,allies; operative; wants,Safe House
"Comedy, Romance",en,2021-11-05,7.1,same; holidays; app,Love Hard
"Drama, Crime, Thriller",en,2019-08-30,6.5,general; former; ones,The Informer
"Drama, Mystery, Thriller, Romance",en,2008-09-26,6.1,explosion; airline; intrigued,Passengers
"Drama, Thriller, Crime, Romance",en,2005-10-26,7.3,palms; high; enter,Match Point
"Fantasy, Drama, Thriller",en,2009-09-09,6.0,gray; dorian; firth),Dorian Gray
"Horror, Thriller",en,2019-04-23,2.9,rape; killed; small,I Spit on Your Grave: Déjà Vu
Comedy,en,2000-01-12,6.4,grudge; flees; lotterywinner,Next Friday
"Action, Animation, Fantasy, Comedy",ja,2015-07-03,7.3,gotten; yet; sucy,Little Witch Academia: The Enchanted Parade
"War, Action",en,2014-08-14,6.4,unit; edge; enlists,Jarhead 2: Field of Fire
"Drama, Horror, Mystery, Thriller",en,2000-07-21,6.4,starts; if; know,What Lies Beneath
"Thriller, Action, Comedy, Crime, Drama",en,1982-12-07,6.7,teams; killer; wisecracking,48 Hrs.
"Action, Adventure, Horror, Science Fiction, Thriller",en,2009-04-02,5.7,herself; hunts; 16yearold,Blood: The Last Vampire
Horror,en,2018-02-27,5.4,americans; northwest; drive,Primal Rage
"Comedy, Family, Science Fiction",en,1986-05-09,6.6,robot; guest; lab,Short Circuit
Horror,en,2016-09-30,5.7,attic; fears; creature,The Midnight Man
"Action, Animation, Science Fiction",ja,2014-11-15,6.5,deva; deva's; contact,Expelled from Paradise
"Horror, Drama",en,2005-05-20,5.3,changes; there; grows,Dominion: Prequel to The Exorcist
Horror,it,1977-02-01,7.5,german; academy; murders,Suspiria
Thriller,en,2008-04-24,5.9,meeting; affair; s,Deception
"Romance, Drama, History",en,2005-06-02,7.5,poor; following; state,Cinderella Man
"Action, Adventure",en,2020-08-20,5.6,hostages; o’hara; goes,Rogue
"Crime, Drama, Action",zh,2003-12-12,6.9,mak; infernal; sequel,Infernal Affairs III
"Horror, Mystery, Thriller",en,2004-08-20,5.3,crypt; uncovering; britishadministered,Exorcist: The Beginning
"Drama, Romance",es,2002-10-01,6.5,care; 16yearold; amaro,The Crime of Padre Amaro
"Drama, History, Romance",es,2015-12-25,7.4,leads; visit; equatorial,Palm Trees in the Snow
"Animation, Family, Music",en,1999-12-17,7.0,apprentice'; brilliant; sequel,Fantasia 2000
"Drama, Thriller, Crime, Mystery",en,2005-09-11,6.4,jake; game; accountant,Revolver
"Thriller, Action, Science Fiction",en,2016-03-01,3.8,unimaginable; robotic; cell,Weaponized
Drama,ko,2013-10-02,8.5,sexual; sowon; heal,Hope
"Action, Adventure, TV Movie",en,2018-03-09,4.2,treasure; promises; mercury,Tomb Invader
"Drama, Thriller, Mystery",en,2011-09-16,6.6,colleagues; semiretirement; cold,Tinker Tailor Soldier Spy
"Comedy, Science Fiction, Fantasy, Horror",en,1975-08-14,7.5,scientist; eerie; muscular,The Rocky Horror Picture Show
"Action, Crime, Thriller",en,2001-11-18,6.9,morning; cia; day,Spy Game
"Animation, Romance, Drama",ja,2020-09-11,7.5,coming; mio; befriends,The Stranger by the Shore
"Horror, Comedy, Music",en,2022-02-24,6.6,house; forces; rock,Studio 666
"Animation, Comedy, Drama",en,1972-04-12,6.1,hypocritical; hell; student,Fritz the Cat
"Adventure, Drama, History",en,2021-08-27,5.7,james; king; sarawak,Edge of the World
"Animation, Drama, Mystery, Fantasy",ja,2022-03-10,0.0,people; teacher; inhuman—who,The Girl From the Other Side
"Documentary, Music",en,2019-08-28,7.0,juggles; grammynominated; crafting,Travis Scott: Look Mom I Can Fly
"Fantasy, Animation, Comedy, Family, Adventure",en,2003-05-23,5.9,ghost; dragon; returned,The Ghost of Lord Farquaad
"Animation, Family, Comedy, Mystery, Science Fiction, Adventure, Fantasy",en,2000-10-03,7.1,outofthisworld; case; saucers,Scooby-Doo and the Alien Invaders
"Adventure, Comedy, War",en,1970-01-01,7.4,german; lines; misfit,Kelly's Heroes
"Comedy, Drama",en,1991-11-27,7.4,shelly; poetry; also,My Girl
"Romance, Comedy",en,2006-06-01,5.8,solution; hostile; ex,The Break-Up
Horror,en,2019-01-24,5.2,following; returns; hammond,The Final Wish
"Romance, Science Fiction, Drama, Fantasy",en,2012-09-27,6.2,twinned; battles; if,Upside Down
"Crime, Drama, Thriller",en,2018-05-10,5.5,double; enigmatic; battles,Terminal
"Horror, Action, Comedy",no,2014-02-12,6.6,mission; our; finish,Dead Snow 2: Red vs. Dead
"Thriller, Mystery",it,2019-10-30,6.4,profiler; piece; alive,Into the Labyrinth
"Family, Fantasy, Drama",en,2020-07-08,6.4,parents; india; misselthwaite,The Secret Garden
"Action, Crime, Drama, Thriller",zh,2005-11-18,6.9,wants; end; early,SPL: Kill Zone
"Comedy, Drama, Romance, Fantasy",en,2000-12-12,6.7,stumbles; career; kate,The Family Man
"Action, Crime, Drama",en,1997-08-15,6.8,something; officers; action,Cop Land
"Adventure, Family, Comedy",en,1995-08-04,5.3,poses; hike; used,Bushwhacked
"Action, Drama, Fantasy, Mystery, Science Fiction",zh,2020-12-24,7.7,few; snake; masters,The Yin-Yang Master: Dream of Eternity
"Crime, Thriller",en,2016-04-29,5.0,upon; stumble; pair,The Trust
"Action, Crime",en,2013-12-31,4.8,goes; merciless; survive,Force of Execution
"Action, Animation, Science Fiction, Thriller",ja,2013-11-29,7.1,motoko; enlist; ace,Ghost in the Shell Arise - Border 2: Ghost Whispers
Comedy,en,1991-07-03,5.9,date; move; river,Problem Child 2
"Crime, Action, Thriller",en,1983-12-07,6.5,dirty; victim; justice,Sudden Impact
"Adventure, Drama, Thriller",en,2016-02-03,6.6,equally; prospector; wells,Gold
"Action, Adventure, History",en,1958-06-11,7.1,hand; heir; eric,The Vikings
"Adventure, Comedy, Drama",en,2004-12-10,7.2,regular; including; traumatically,The Life Aquatic with Steve Zissou
"Animation, Family, Adventure",en,1997-08-05,7.1,eeyore; tigger; holidays,Pooh's Grand Adventure: The Search for Christopher Robin
Adventure,en,2020-09-13,6.3,remote; venture; gunner's,The Water Man
"Drama, Comedy, Romance",en,2015-05-29,5.5,air; watchdog; falling,Aloha
"Crime, Thriller, Horror",en,2017-10-12,5.2,investigates; pink; looking,The Snowman
"Drama, Horror, Thriller",en,2012-02-03,6.1,secrets; tragic; recently,The Woman in Black
"Documentary, Crime",en,2021-08-31,6.8,were; son; were,Untold: Crimes & Penalties
"Drama, Romance, Music",en,2001-05-24,7.6,plunged; beautiful; parisian,Moulin Rouge!
"Western, Mystery, Thriller, Drama",en,2016-03-12,7.1,inferno; survivor; liz,Brimstone
"Action, Adventure, Crime",cn,2018-09-20,6.4,truck; intelligence; situation,Golden Job
"Comedy, Fantasy, Family",en,1987-11-20,4.1,science; scholarship; todd,Teen Wolf Too
"Comedy, Romance",tl,1999-05-26,0.0,men; dream; moran,Ms. Kristina Moran: Ang Babaeng Palaban
"Action, Science Fiction, Drama, Horror",en,2018-11-14,4.1,danger; feels; dying,Alien Overlords
"Comedy, Action",en,2012-10-11,6.2,program; music; teacher,Here Comes the Boom
"Action, Adventure, Thriller, War",en,1984-11-16,5.7,forces; colonel; american,Missing in Action
"Comedy, War",en,2009-10-17,6.0,guy; reporter; earth,The Men Who Stare at Goats
"Action, Thriller",en,1973-05-15,7.6,disgruntled; jackal’; trail,The Day of the Jackal
"Drama, Adventure",en,2021-07-23,5.8,class; bullying; tormented,Joe Bell
"Drama, Mystery, Horror",en,1992-06-03,7.3,dale; twin; claim,Twin Peaks: Fire Walk with Me
"Comedy, Science Fiction, Mystery, Animation, Drama",ja,2010-02-05,7.7,later; claims; member,The Disappearance of Haruhi Suzumiya
"Comedy, Action, Drama",en,2010-03-16,5.8,nicole's; latest; fight,The Bounty Hunter
"Drama, Comedy, Music",en,2000-09-28,7.6,1984; ways; onto,Billy Elliot
"Comedy, Romance",en,2007-10-05,5.7,bachelor; guy; 40yearold,The Heartbreak Kid
"Crime, Mystery, Thriller",en,2002-05-24,6.9,sun; doesn't; detectives,Insomnia
"Drama, Crime",en,1998-09-11,7.0,gambler; reformed; playing,Rounders
"Crime, Drama",en,2018-03-02,7.0,sidekick; benji; named,Benji
"Science Fiction, Drama",en,2001-10-22,7.2,away; claims; doubt,K-PAX
"Adventure, Crime, Drama, Thriller",pt,2014-10-09,7.1,trying; terrible; right,Trash
"Action, Thriller, Crime",fr,2004-02-18,6.1,christ; seemingly; deadly,Crimson Rivers II: Angels of the Apocalypse
"Crime, Mystery, Thriller, Action",en,2001-04-06,6.3,author; teamed; agent,Along Came a Spider
"Science Fiction, Action, Adventure",en,2006-11-02,7.5,three; earth; criminals,Superman II: The Richard Donner Cut
Drama,es,2019-03-22,7.5,emptiness; immeasurable; need,Pain and Glory
"Romance, Drama",fr,2013-06-29,5.8,julia; live; bonds,Puppylove
"Family, Animation, Comedy, Fantasy",en,2011-08-23,6.0,wizard; worry; master,Tom and Jerry & The Wizard of Oz
"Action, Adventure, Fantasy",en,2015-01-09,5.1,outwit; supreme; trusted,The Scorpion King 4: Quest for Power
"Drama, History, Mystery, Thriller",en,1976-04-04,7.7,compels; nixon; richard,All the President's Men
"Music, Romance, Drama",en,2012-03-30,6.1,looks; rematch; gather,StreetDance 2
"Comedy, Crime",en,2012-10-12,6.8,beloved; kidnap; gangster's,Seven Psychopaths
"Animation, Fantasy, Adventure",ja,2006-07-29,6.6,teru; side; boy's,Tales from Earthsea
"Comedy, Drama, Thriller",es,1987-02-07,7.3,tina; falls; obtain,Law of Desire
Science Fiction,en,2018-10-02,6.1,fight; there; depths,Prospect
"Action, Adventure, Drama, Thriller",en,2004-12-17,6.0,uncharted; area; desert,Flight of the Phoenix
"Thriller, Horror",en,2018-05-25,5.8,enigmatic; sniper; stranded,Downrange
"Documentary, Music",en,2013-08-29,8.5,captivating; louis's; like,One Direction: This Is Us
"Crime, Thriller",en,2019-08-30,4.5,hero; action; stalks,The Fanatic
"Comedy, Family",en,2004-11-24,6.1,yuletide; leaves; skip,Christmas with the Kranks
"Animation, Action, Crime, Family",en,1998-02-11,7.0,wife; donor; involuntary,Batman & Mr. Freeze: SubZero
"Horror, Mystery, Science Fiction",en,2011-06-16,5.7,under; quarantine; virus,Quarantine 2: Terminal
"Drama, Romance",en,1999-12-31,7.1,obsessed; parents; strict,The Virgin Suicides
"Action, Animation, Family",en,2015-05-12,5.7,city; mystery!; including,Batman Unlimited: Animal Instincts
"Horror, Science Fiction",en,2014-10-17,5.5,alien; getaway; fight,Extraterrestrial
"Comedy, Drama",es,1999-04-16,7.7,barcelona; birthday; mother,All About My Mother
"Animation, Action, Fantasy, Drama, Comedy",ja,2015-04-25,7.5,thinking; mirai; rejoice,Beyond the Boundary: I'll Be Here – Future
"Action, Crime, Drama, Thriller, Mystery",en,2009-12-04,5.7,ultimate; off; witness,Armored
"Documentary, Crime",fr,2021-09-09,6.0,police; killer; tireless,The Women and the Murderer
Action,en,2020-09-29,6.3,owner; ticking; working,Welcome to Sudden Death
"Romance, Drama",fr,2013-10-09,7.1,allow; others; adele,Blue Is the Warmest Color
"Horror, Thriller",en,1989-08-11,5.4,freddy; child; deadly,A Nightmare on Elm Street: The Dream Child
"Mystery, Crime",en,2022-02-08,4.4,fortune; mystery; bentley,Miss Willoughby and the Haunted Bookshop
"Action, Science Fiction",en,1973-06-15,5.7,perceive; general; caesar,Battle for the Planet of the Apes
"Drama, Fantasy, Romance",fr,1946-10-29,7.5,gentlehearted; key; death,Beauty and the Beast
"Adventure, Family",de,2015-12-10,7.1,klara; always; aunt,Heidi
Drama,de,1981-04-02,7.3,recordings; everybody's; tape,Christiane F.
Horror,en,2013-10-08,5.4,air; grows; below,Beneath
"Drama, Thriller, Comedy",es,2014-08-21,7.8,explore; extremities; involving,Wild Tales
"Action, Crime, Thriller, Drama",en,2018-10-25,6.1,dangerous; hired; engineer,The Girl in the Spider's Web
"Drama, War",it,1976-03-02,5.4,installed; gain; kitty's,Salon Kitty
"Comedy, Romance",en,1998-02-26,6.6,joe; shop; trying,You've Got Mail
Animation,en,2014-10-06,7.7,monster; monster; travel,Monster High: Freaky Fusion
Drama,zh,1993-01-01,7.9,following; my; root,Farewell My Concubine
"Comedy, Crime, Drama",en,1973-12-25,8.0,veteran; intricate; crime,The Sting
"Drama, History",en,1980-10-02,8.1,sideshow; century; heavily,The Elephant Man
War,en,1962-09-25,7.6,erwin; rommel; 6,The Longest Day
"Drama, Comedy",en,1991-12-27,7.7,whistle; stop; threadgoode,Fried Green Tomatoes
"Drama, Family",en,1992-10-09,7.1,experiences; true; despite,A River Runs Through It
Drama,fr,2018-05-09,6.9,might; living; everything,Sorry Angel
"Comedy, Science Fiction, Family",en,1993-07-23,5.3,don't; blend; some,Coneheads
Horror,en,2007-04-05,5.7,combat; debunking; arrives,The Reaping
"Adventure, Drama, War",en,2003-11-14,7.1,glory; including; abrupt,Master and Commander: The Far Side of the World
Comedy,en,2015-02-27,6.4,fashion; company; although,After the Ball
"Drama, History, Thriller",ko,2017-12-27,8.0,gets; police; heart,1987: When the Day Comes
"Thriller, Science Fiction, Mystery",en,1999-04-16,7.0,discovers; place; shocking,The Thirteenth Floor
Horror,en,2008-05-11,5.7,nocturnal; provides; neighbor,Never Cry Werewolf
"Animation, Family",ja,1999-07-17,6.9,problems; tales; range,My Neighbors the Yamadas
"Drama, Thriller, Crime",en,2001-11-17,7.0,murders; 'demons'; visions,Frailty
"Western, Horror",en,2015-10-23,6.8,doctor's; sheriff; search,Bone Tomahawk
"Family, Music, Comedy, Drama, TV Movie, Romance",en,2008-06-20,6.4,chance; twist; mitchie,Camp Rock
"Action, Comedy, Fantasy, Thriller",en,2014-02-04,6.9,documentary; bars; filmmaker,Marvel One-Shot: All Hail the King
"Science Fiction, Mystery, Action",en,2000-11-17,5.9,futuristic; grand; stumbles,The 6th Day
"Thriller, Horror",en,2014-10-16,5.8,phantom; earlier; masked,The Town that Dreaded Sundown
"Science Fiction, Action, Fantasy",en,2012-09-13,6.5,luck; 47'; discarded,Marvel One-Shot: Item 47
"TV Movie, Comedy, Romance",en,2022-02-19,5.8,originаl; begins; meets,The Wedding Veil Legacy
"Fantasy, Comedy, Romance, Science Fiction",en,2000-07-27,5.0,action; denise; thin,Nutty Professor II: The Klumps
"Western, Thriller",en,2021-10-01,7.4,farmer; siege; cash,Old Henry
"Action, Thriller",en,2017-04-27,6.2,live; dozens; racine,Unlocked
"Comedy, Crime, Adventure, Fantasy",fr,1965-12-08,6.7,second; fantômas; menace,Fantomas Unleashed
"Comedy, Fantasy, Romance",en,2019-04-04,6.8,sanders; wakes; line,Little
"Drama, Thriller, Crime",en,2014-08-09,5.9,indicate; disturbing; still,The Captive
"Family, Animation, Comedy, Adventure",en,2019-06-10,5.7,forced; epic; marla,Playmobil: The Movie
"Science Fiction, Horror",en,2017-06-02,4.6,under; lake; massabductions,The Recall
"Adventure, Comedy, Action, Romance",en,2015-04-30,5.8,assassin; quickly; senior,Barely Lethal
"Comedy, Family, Drama",en,2015-11-12,6.0,events; spirit; generations,Love the Coopers
"Animation, Family, Comedy, Adventure, Romance",en,2010-09-17,5.9,thrown; everything; each,Alpha and Omega
"Horror, Comedy",en,1987-07-31,7.0,themselves; few; vampires,The Lost Boys
Documentary,en,2021-09-03,7.2,publisherturneddetective; woman’s; created,Misha and the Wolves
"Comedy, Horror",en,2012-08-31,5.7,zombie; try; people's,Cockneys vs Zombies
"Animation, Comedy, Adventure, Family",en,2018-03-07,6.8,however; valiant; prove,The Stolen Princess
"Horror, Thriller",en,2016-10-22,6.1,drunken; prank; stranger,Don't Hang Up
"Science Fiction, Action, War",en,2005-07-27,5.3,military; control; initiates,Stealth
"Drama, Thriller",en,2012-03-22,7.3,revolution; reaches; point,Argo
"Thriller, Science Fiction",en,1984-12-06,6.7,brink; american; hal,2010
"Science Fiction, Animation, Action",ja,2013-04-24,5.8,widow; track; plot,Iron Man: Rise of Technovore
"Thriller, Animation, Science Fiction",ja,2015-11-13,7.1,medical; social; threatens,Harmony
"Adventure, Action, Comedy",en,1986-12-17,4.8,city; controlled; tribe',Allan Quatermain and the Lost City of Gold
"Crime, Thriller, Drama",en,1997-04-10,7.3,cash; caught; use,Jackie Brown
"Family, Animation, Fantasy",en,2014-03-25,7.1,come; best; heir,"Monster High: Frights, Camera, Action!"
"Mystery, Crime, Thriller",en,1941-10-18,7.8,three; case; beautiful,The Maltese Falcon
"Action, Drama, Thriller",de,1998-03-03,7.3,happen; otherwise; lost,Run Lola Run
"Romance, Comedy",en,2021-04-22,6.3,sign; make; behind,This Little Love of Mine
"Fantasy, Comedy",en,2017-07-27,3.9,castle; lustful; pentup,Sleeping Beauties
"Action, Thriller",en,1989-10-05,5.7,populace; believes; angel,The Punisher
Drama,en,1993-12-12,7.9,kills; confessing; ira,In the Name of the Father
"Drama, History, Comedy",en,2020-03-12,6.4,western; results; broadcast,Misbehaviour
Drama,en,2002-08-31,5.8,rage;; tight; conventional,Ken Park
"Drama, Romance",en,2015-07-06,6.4,unaware; electra; effect,Love
"Comedy, Romance",en,1999-07-30,6.1,females; bar; favourite,Runaway Bride
"Action, Crime, Thriller",en,2006-07-27,5.9,tubbs; case; involving,Miami Vice
"Thriller, Drama",en,2019-01-04,6.4,turn; wrong; lifechanging,Rust Creek
"Thriller, Crime, Drama",en,2015-11-20,5.9,investment; four; gets,Criminal Activities
"Comedy, Romance, TV Movie",en,2013-12-12,5.9,holidays; it’s; christmas,Fir Crazy
"Comedy, Music",en,2007-08-03,5.7,bratz; dreams; further,Bratz
"Adventure, Family, Fantasy, Science Fiction, TV Movie",en,1984-11-25,6.0,four; towani's; towani,The Ewok Adventure
Drama,en,2016-01-08,6.3,destiny; awkward; lamb,Lamb
"Action, Crime, Thriller",en,2000-03-22,6.2,sing; trail; dead,Romeo Must Die
"Drama, Science Fiction",de,1927-02-06,8.2,coming; class; working,Metropolis
Comedy,en,2019-02-08,4.7,circle; hide; schemes,Drunk Parents
Horror,en,2008-04-02,5.9,visiting; eric; fun,The Ruins
"Comedy, Romance",en,2003-01-09,5.7,honeymoon; fall; marriage,Just Married
"Animation, Action, Adventure, Family",en,2018-09-07,7.0,girl's; lonely; bullies,Next Gen
"Horror, Thriller",en,2014-04-18,6.3,receive; married; tasks,13 Sins
"Drama, Romance",es,2016-12-16,7.0,autistic; son; orcas,The Lighthouse of the Orcas
"Action, Crime, Drama, Thriller",zh,2013-12-24,6.0,longtime; release; daughter,Police Story: Lockdown
"Thriller, Science Fiction, Mystery",en,1997-09-09,6.8,if; skills; mazelike,Cube
"Thriller, Crime, Mystery",en,1999-02-26,6.4,specialist; reel; determine,8MM
"Crime, Thriller",en,2007-06-01,6.9,thriller; psychological; ego,Mr. Brooks
