Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
Horror,en,2019-06-19,6.0,nature; doll; andy,Child's Play
"Romance, Fantasy",ko,2012-10-31,7.7,ago; knew; phone,A Werewolf Boy
"Drama, Family, Fantasy",zh,2007-06-29,7.3,easier; classmates; boy,The Secret of the Magic Gourd
Animation,en,2020-10-31,5.2,escapes; may; fire,LEGO Hidden Side: Night of the Harbinger
"Action, Adventure, Animation, Fantasy, Mystery",ja,2016-04-07,6.8,"names; masamune""); announced",Phantom of the Kill: Zero's Rebellion
"Thriller, Science Fiction",en,2008-06-11,5.3,truth; contaminated; virus,The Happening
"Drama, Family",ja,2020-11-06,5.0,make; promise; everyday,461 Days of Bento: A Promise Between Father and Son
"Adventure, Animation, Family",en,1996-05-20,6.3,exciting; aladdin; genie—face,Aladdin and the King of Thieves
"Horror, Thriller",en,2019-01-28,6.5,realize; fend; elements,Sweetheart
Horror,en,1995-09-22,4.2,joined; youths; clan,The Return of the Texas Chainsaw Massacre
"Fantasy, Horror",en,2016-08-27,6.2,huntley; battle; supernatural,Don't Kill It
"Drama, War, History",en,2001-03-14,7.4,german; stalingrad; play,Enemy at the Gates
"Mystery, Fantasy, Comedy, Adventure",en,2010-10-15,6.2,fred; gang; jobs,Scooby-Doo! Curse of the Lake Monster
"Action, Comedy, Science Fiction",en,2012-03-10,5.7,fortress; flying; space,Iron Sky
Horror,en,1985-11-01,5.8,freddy; street; attempts,A Nightmare on Elm Street Part 2: Freddy's Revenge
"Comedy, Action",en,2008-06-05,5.7,headtohead; runs; desire,You Don't Mess with the Zohan
Documentary,en,2021-07-30,7.4,andrésen’s; venice; today,The Most Beautiful Boy in the World
"Adventure, Science Fiction, Action, Horror",en,2004-08-12,5.9,arctic; scientists; step,AVP: Alien vs. Predator
"Thriller, Horror",zh,2021-01-22,6.4,driven; enact; chaos,The Sadness
"Drama, Thriller",en,2010-06-14,6.7,gets; whereabouts; agent,Unthinkable
"Drama, Romance",en,2013-05-10,7.4,obsession; existence; gatsby,The Great Gatsby
"Comedy, Crime",en,2006-01-26,5.7,goes; fbi; dad,Big Momma's House 2
"Thriller, Horror",en,2020-08-21,6.0,making; british; there,The Unfamiliar
"Animation, Family, TV Movie",en,2011-11-24,6.4,naughty; right; worse,Ice Age: A Mammoth Christmas
"Animation, Drama, Romance",ja,2007-03-03,7.3,relationship; adulthood; unhappy,5 Centimeters per Second
"Action, Adventure, Science Fiction, Fantasy",ja,2018-04-20,7.7,office; aliens; encounters,Inuyashiki
"Action, Crime, Drama, Thriller",en,2018-03-02,6.1,violent; machine; act,Death Wish
"Drama, Comedy, Romance",ja,2009-10-24,7.4,enough; doctors; aware,I Give My First Love to You
"Drama, Animation, Romance, War, History",ja,2016-11-12,8.1,near; deprivation; gestures,In This Corner of the World
Romance,ja,2017-03-24,7.8,once; because; uncle's,Daytime Shooting Star
Horror,en,1981-01-21,6.5,rehabilitation; near; killer,The Howling
"Drama, Action, War, History",en,2003-12-05,7.5,right; instruct; ways,The Last Samurai
Comedy,en,2008-01-24,4.0,persians; transformers; leather,Meet the Spartans
Drama,it,1991-02-13,7.0,start; money; comes,Paprika
"Drama, Fantasy, Thriller, Horror",en,2019-10-18,7.5,lighthouse; keepers; island,The Lighthouse
"Adventure, Action, Horror, Thriller",en,2004-08-26,5.4,encounters; even; rainstorms,Anacondas: The Hunt for the Blood Orchid
"Fantasy, Action, Science Fiction",en,2008-04-24,6.4,alien; another; vikings,Outlander
"Action, Adventure, Comedy, Science Fiction",en,2019-11-14,6.6,systems; society; putting,Charlie's Angels
Thriller,en,2016-10-06,6.6,survive; desert; soldier,Mine
Drama,pt,1982-01-11,5.8,favorite; owned; discovers,"Love, Strange Love"
"Horror, Mystery, Thriller",en,2020-10-22,6.1,investigate; hear; mirror,The Empty Man
"Family, Fantasy, Adventure",en,2019-03-27,6.7,dumbo; dark; helps,Dumbo
"Action, Thriller, Adventure",en,1963-10-10,7.1,agent; known; lure,From Russia with Love
Drama,en,1990-11-16,5.7,crooked; taking; trainer,Rocky V
"Drama, War",en,2021-12-05,7.0,macbeth; ambition; thane,The Tragedy of Macbeth
"Action, Animation, Fantasy, Adventure",ja,2010-12-04,7.3,sent; interfere; realm,Bleach the Movie: Hell Verse
"Western, Drama",en,2021-09-16,6.2,son; bring; breeder,Cry Macho
"Family, Adventure, Drama",en,1993-07-16,6.2,trainer; willy; meets,Free Willy
"Comedy, Romance",ru,2013-12-12,3.6,ability; turned; creative,Odnoklassniki.ru: The Magic Laptop
"Horror, Thriller",en,1988-10-21,6.1,sister; another; foster,Halloween 4: The Return of Michael Myers
"Horror, Thriller, Mystery",en,2012-03-29,6.8,helps; murdered; entire,Sinister
"Fantasy, Horror, Action, Thriller",en,2002-03-22,6.5,unlucky; well; enough,Blade II
Drama,en,2021-11-19,7.7,crosscountry; relationship; away,C'mon C'mon
"Drama, Horror, Thriller",en,2005-03-17,5.7,prevent; son's; samara,The Ring Two
"Drama, Fantasy, Thriller, Mystery, Horror",en,1999-11-19,7.1,investigate; york; deaths,Sleepy Hollow
"Comedy, Fantasy",en,2002-12-13,6.3,gas; bodies; causes,The Hot Chick
"Horror, Mystery, Thriller",en,2020-02-20,6.0,mansion; lifelike; called,Brahms: The Boy II
"Horror, Thriller, Fantasy",en,2017-08-31,5.0,four; stuck; los,Escape Room
"Action, Crime, Drama",en,2004-04-15,6.3,vigilante; frank; ruthless,The Punisher
"Science Fiction, Thriller, Mystery",en,1995-12-29,7.6,wiped; deadly; hold,Twelve Monkeys
"Adventure, Action, Thriller",en,2002-11-17,5.9,weapon; james; terrorist,Die Another Day
Drama,en,2000-09-13,7.4,brashear; sets; triumph,Men of Honor
"Adventure, Action, Science Fiction",en,1980-05-20,8.4,c3po; stages; jedi,The Empire Strikes Back
"Science Fiction, Animation, Action",en,2017-03-31,7.5,newest; titans?; than,Teen Titans: The Judas Contract
Drama,en,2016-01-20,8.1,survives; sets; many,Lion
"Animation, Science Fiction, TV Movie",en,2006-08-10,8.1,next; ultimate; destroy,Codename: Kids Next Door - Operation Z.E.R.O.
"Adventure, Fantasy",ru,2019-08-16,6.2,even; princesses; long,Iron Mask
Comedy,en,2007-06-06,6.3,con; prison; raped,Big Stan
"Drama, Adventure, History",en,2015-09-10,6.8,mettle; events; planet,Everest
Horror,en,2014-10-24,5.1,dark; terrifying; confront,Ouija
"Crime, Horror, Thriller",sr,2010-06-16,5.5,film; then; support,A Serbian Film
Horror,en,2020-09-02,6.3,mystery; too; veronica,Antebellum
Music,ja,2021-08-25,2.0,philharmonic; kimetsu; yaiba,Kimetsu no Yaiba Orchestra Concert
"Animation, Action, Fantasy",ja,2013-11-23,6.5,limb; bayonetta; 2009,Bayonetta: Bloody Fate
Horror,en,2011-12-27,5.1,plays; friend's; centers,Hostel: Part III
Drama,en,2008-05-09,5.9,shirley; presents; he's,The Babysitters
"Fantasy, Comedy",ko,2019-01-09,8.1,teenager; falls; movie,The Dude in Me
"Horror, Science Fiction",en,2020-10-07,6.6,territory; tangled; tales,Books of Blood
"Horror, Mystery, Thriller, Science Fiction",en,2020-12-17,5.3,charm; introduction; awkward,What Lies Below
"Crime, Drama",en,2014-06-04,6.3,men; brother; 10,The Rover
"Science Fiction, Horror, Action",en,1995-07-07,5.9,blink; beautiful; transmission,Species
"Drama, Family, Music, Romance",en,2021-03-26,7.1,camp; attend; or,A Week Away
Thriller,en,2014-10-14,6.4,penthouse; men; suspicion,The Loft
Comedy,en,2019-08-14,6.9,broken; drone; cusp,Good Boys
"Horror, Fantasy",en,2005-07-29,6.3,pervert?; wife; exorcist!,Semen Demon
"Science Fiction, Action, Adventure",en,2009-06-19,6.1,decepticons; sam; target,Transformers: Revenge of the Fallen
Drama,en,2010-10-01,7.3,perhaps; face; forever,The Social Network
"Horror, Comedy",en,1978-08-03,5.9,released; resort's; meal,Piranha
Comedy,en,2010-09-24,4.6,terrifying; stars; rite,The Virginity Hit
"Action, Thriller, Crime",en,2003-08-08,6.1,seek; anyone; step,S.W.A.T.
"Comedy, Horror",en,1994-04-07,5.5,snare; bloody; thousand,Leprechaun 2
Action,th,2013-10-23,5.9,peace; martial; elephants,The Protector 2
"Crime, Action, Drama",en,2019-10-24,6.8,thrust; pursuit; unfolds,21 Bridges
"Animation, Family, Adventure, Fantasy",en,2008-09-11,6.8,finally; tinker; motion,Tinker Bell
Action,en,1990-06-07,6.5,very; dangerous; needed,Lionheart
"Thriller, Animation, Action, Crime",en,2014-08-12,7.4,newlyformed; stolen; bomb,Batman: Assault on Arkham
"Comedy, Romance",fr,2001-04-25,7.9,helping; matchmaker; parisian,Amélie
"Action, Adventure, Fantasy",en,2022-07-07,0.0,studios'; installment; fourth,Thor: Love and Thunder
Drama,en,2014-03-21,6.0,professor; christian; disavow,God's Not Dead
"Horror, Drama, Thriller",en,1960-06-22,8.4,housebound; notorious; motel,Psycho
"Comedy, Fantasy, Horror, Thriller",en,2020-11-12,6.7,ancient; dagger; magically,Freaky
"Thriller, Drama, Mystery",en,2012-09-14,5.6,charlotte; careermaking; brother,The Paperboy
Family,en,2017-11-07,7.0,boy; old; power,I Believe
"Drama, War, TV Movie",en,2021-05-12,6.8,public; legal; go,Danny Boy
"Adventure, Action, Animation, Science Fiction",en,2017-08-14,6.2,quinn; ivy; floronic,Batman and Harley Quinn
"Thriller, Drama",en,2002-05-10,6.6,sweeps; literally; connie,Unfaithful
Drama,fr,2013-08-21,6.4,virginity; student; year,Young & Beautiful
"Romance, Comedy",ja,2018-10-05,5.9,countryside; alongside; centers,Anoko no Toriko
"Action, Adventure, Comedy, Crime, Thriller",en,2000-11-02,5.8,arts; retrieve; sex,Charlie's Angels
"Animation, Comedy, Family",en,2012-10-04,6.9,victor's; monster; terror,Frankenweenie
"Horror, Drama, Thriller, Adventure",en,2017-05-25,5.8,vacation; less; shark,47 Meters Down
"Action, Family, Drama",en,1984-06-22,7.2,violent; daniel; learns,The Karate Kid
Horror,en,2022-01-28,8.2,sadistic; soundproof; sure,The Black Phone
"Comedy, Crime",en,1986-03-20,5.7,make; officers; turn,Police Academy 3: Back in Training
"Romance, Drama",sv,2021-09-08,5.5,inhabit; live; same,JJ+E
"Action, Adventure, Comedy, Family, Fantasy",en,2006-10-20,6.6,history; exhibits; chaos,Night at the Museum
"Action, Drama, Thriller",en,2004-04-23,7.4,eventually; jaded; bodyguard,Man on Fire
Comedy,en,2003-04-11,6.1,dave; specialist; wreaks,Anger Management
"Action, Horror, Science Fiction",en,1999-07-28,5.9,faster; big; storm,Deep Blue Sea
Documentary,en,2019-03-26,7.4,characters; atlanna; kidman,Aquaman: Heroines of Atlantis
"Action, Animation",ja,2016-04-01,5.3,next; next; follows,Garo: Divine Flame
"War, Drama, Action, History",en,2018-01-16,6.1,september; forces; dismantle,12 Strong
"Action, Drama, Mystery, Thriller",en,2007-08-03,7.4,reporter; blackbriar; eradicate,The Bourne Ultimatum
"Documentary, Music",en,2020-09-11,5.9,concert; political; intense,The Boy from Medellín
"Drama, Animation, Romance, Comedy",ja,2016-12-17,7.6,hina; very; always,The Moment You Fall in Love
"Horror, Mystery",es,2007-11-23,7.2,something; building; workers,[REC]
"Family, Animation, Adventure",ja,2014-03-08,7.0,creates; nowhere; forces,Doraemon: New Nobita's Great Demon – Peko and the Exploration Party of Five
"Adventure, Fantasy, Animation, Family",en,2006-12-13,6.4,whom; off; whose,Arthur and the Invisibles
"Adventure, Animation, Comedy, Family, Fantasy",fr,2011-10-12,6.8,terrorizing; irascible; 1910,A Monster in Paris
"Action, Horror, Science Fiction, Fantasy",ja,2019-07-19,6.9,ghouls; tsukiyama; wishes,Tokyo Ghoul 'S'
"Fantasy, Adventure, Family",en,2018-10-26,6.1,embarks; four; leaves,The Nutcracker and the Four Realms
"Comedy, Drama",en,2014-02-26,8.1,between; legendary; renaissance,The Grand Budapest Hotel
"Action, Thriller, Science Fiction",en,2018-05-31,7.5,artificial; trace; hospital,Upgrade
"Drama, Romance",en,2010-08-04,6.8,hop; dancers; nyu,Step Up 3D
"Family, Drama",es,2021-06-17,9.1,memory; widow; abusive,Impossible Things
"Action, Horror, Science Fiction",en,2016-05-13,5.5,concept; future; captain,Kill Command
"Drama, Romance",en,2017-02-10,6.8,passionate; women; heartstopping,Below Her Mouth
"Comedy, Family, Fantasy, Music",en,2016-08-02,7.2,contemporary; famous; daughter,A Cinderella Story: If the Shoe Fits
"Drama, Action, Adventure, History, War",en,2005-05-03,6.8,blacksmith; crusades; wars,Kingdom of Heaven
"Action, Comedy, Family",en,2015-04-16,5.2,departs; daughter; it's,Paul Blart: Mall Cop 2
"Action, Drama, Thriller",en,2014-01-15,6.1,covert; terrorist; plot,Jack Ryan: Shadow Recruit
"Drama, Thriller, Crime",en,2006-10-04,8.2,underworld; both; career,The Departed
"Action, History, Adventure, Drama",en,2016-08-17,5.7,vengeance; nobleman; betrayed,Ben-Hur
"Comedy, Romance",en,2009-03-13,5.5,friend; magazines; once,Miss March
"Action, Drama, Thriller",en,2009-02-07,7.4,excon; friend; los,Blood and Bone
"Animation, Family",en,2011-01-13,5.8,plastic; many; feud,Gnomeo & Juliet
"Thriller, Action",en,2015-02-26,5.5,mob; heads; boss,Everly
"Action, Thriller, Crime",en,2011-01-13,6.4,bishop; requires; perfection,The Mechanic
"Adventure, Action, Thriller",en,1964-09-20,7.4,fort; obliterate; face,Goldfinger
"Comedy, Drama, Romance",en,2018-02-16,8.1,know; great; he's,"Love, Simon"
Drama,en,2017-06-23,5.9,refuge; civil; wounds,The Beguiled
"Animation, Family",en,2013-07-11,6.2,garden; winning; indy,Turbo
Comedy,en,2001-07-13,6.7,decides; sorority; boyfriend,Legally Blonde
"Horror, Thriller, Mystery",en,2016-07-21,6.3,tested; mother; once,Lights Out
"Adventure, Comedy, Science Fiction",en,1990-05-25,7.4,schoolteacher; delorean; falls,Back to the Future Part III
Horror,en,1982-06-04,7.1,however; wife; realizes,Poltergeist
"Action, Science Fiction, Fantasy, Horror",ja,2016-04-23,7.3,nearest; hallucinations; homicidal,I Am a Hero
"Comedy, Family, TV Movie",en,2002-11-03,4.5,mansion; father's; dad,Home Alone 4
Comedy,en,2017-07-21,6.8,sisterhood; sides; annual,Girls Trip
"Comedy, Romance",en,2014-09-26,5.9,engaged; falls; instantly,Playing It Cool
"Horror, Thriller, Drama",it,2020-10-02,5.5,curse; southern; daughter,The Binding
"Science Fiction, Action, Thriller",en,1998-05-20,5.6,long; freighter; monster,Godzilla
Horror,en,2020-10-23,5.8,vanished; merchant; ship,Haunting of the Mary Celeste
"Adventure, Family",de,2020-02-20,6.6,move; given; german,Lassie Come Home
"Adventure, Fantasy, Action, Thriller",en,2001-06-11,5.9,combat; recover; battle,Lara Croft: Tomb Raider
"Action, Fantasy",en,2015-03-17,4.2,women; four; rumpelstiltskin,Avengers Grimm
"Science Fiction, Adventure, Family, Fantasy",en,1982-06-11,7.5,et; resulting; gertie,E.T. the Extra-Terrestrial
Drama,es,2017-10-12,5.7,strange; upperclass; towards,Los perros
"Action, Thriller",en,2017-07-26,6.4,missing; agents; investigate,Atomic Blonde
Comedy,en,2012-05-15,6.1,so; heroic; ensure,The Dictator
"Adventure, Action, Thriller",en,2018-11-21,5.9,warhardened; crown; corrupt,Robin Hood
"Action, Crime, Drama, Thriller",en,2001-10-05,7.4,job; rookie; appears,Training Day
"Family, Animation, Action, Adventure, Comedy",en,2017-09-21,6.5,ninjago; monsters; night,The Lego Ninjago Movie
"Comedy, Romance",en,2009-06-09,4.8,attorney; angela; curtis,Baby on Board
"Animation, Family",en,2011-12-24,6.9,chloe; sports; filled,Pixie Hollow Games
"Thriller, Mystery",en,1992-03-20,6.9,might; manipulative; brutal,Basic Instinct
"Action, Drama, Thriller",en,2017-10-03,6.5,capture; devil; competition,Sniper: Ultimate Kill
"Animation, Action, Comedy, Fantasy",ja,2017-02-01,7.4,last; demon; awakens,Trinity Seven: Eternity Library & Alchemic Girl
"Action, Science Fiction, Thriller",zh,2017-12-18,5.9,special; special; like,Bleeding Steel
Horror,en,2007-08-31,6.2,michael; very; escapes,Halloween
"Drama, TV Movie",es,2021-10-14,7.2,palace; go; discovering,A World For Julius
"Romance, Comedy",en,2015-02-20,6.8,they'll; totally; someone's,The DUFF
"Action, Adventure, Science Fiction, Fantasy, Comedy, Horror",en,2018-05-01,6.0,tundra; milk; (jamie,Tremors: A Cold Day in Hell
"Animation, Horror, Adventure, Mystery, Action, Science Fiction",ja,2017-05-27,6.9,merchant; s; chambers,Resident Evil: Vendetta
"Comedy, Drama, Family, Romance",en,2004-08-06,6.6,college; royal; also,The Princess Diaries 2: Royal Engagement
"Thriller, Drama, Horror",es,2011-08-17,7.5,kind; pig:; guinea,The Skin I Live In
"Action, Thriller, Science Fiction",en,1987-07-17,7.3,street; support; boddicker,RoboCop
"Horror, Thriller",en,2013-10-04,5.8,turning; nica; brotherinlaw,Curse of Chucky
"Fantasy, Action, Thriller",en,2006-01-12,6.6,secrets; dealers; death,Underworld: Evolution
"Drama, Thriller, Mystery, Action",ko,2003-11-21,8.3,businessman; revenge; imprisoned,Oldboy
"Drama, Comedy, Romance",en,2006-05-09,7.0,starts; late; insomnia,Cashback
"Animation, Comedy, Fantasy",ja,2018-01-06,7.9,migrate; enough; there,"Love, Chunibyo & Other Delusions! Take On Me"
"Action, Thriller",en,2022-07-14,0.0,moving; assassins; something,Bullet Train
"Drama, Crime",en,1984-05-23,8.4,confront; gangster; regrets,Once Upon a Time in America
Comedy,es,2009-06-12,3.8,la; puede; eso,Seven Minutes
"Family, Comedy",en,2001-07-04,5.4,lou; pet; vaccine,Cats & Dogs
"Romance, Comedy",en,2020-02-12,6.9,letters; recipient; jean,To All the Boys: P.S. I Still Love You
"Romance, Animation, Comedy",ja,2014-04-26,7.0,club; though; leaving,Tamako Love Story
Comedy,en,2021-10-22,5.6,make; dad; playful,Little Big Mouth
"Comedy, Romance",en,2018-04-19,6.4,dead; causes; amount,I Feel Pretty
"Documentary, Crime",es,2020-10-14,9.0,so; failed; mother's,The Three Deaths of Marisela Escobedo
"War, Action, Drama, History",en,2013-12-24,7.4,fight; highlevel; seals,Lone Survivor
"Mystery, Crime, Drama",en,2017-11-03,6.7,american; tycoon; poirot,Murder on the Orient Express
"Action, Adventure, Drama, Fantasy, Animation",ja,2013-02-01,7.6,meanwhile; plotting; ways,Berserk: The Golden Age Arc III - The Advent
"Crime, Thriller, Horror, Drama",en,2009-03-13,6.4,mother; ne'erdowells; revenge,The Last House on the Left
"Drama, War, Action",en,1986-12-19,7.7,vietnam; chris; taylor,Platoon
"Fantasy, Animation, Drama, Romance, Family",en,1998-05-15,6.9,arthur; kayley; kayley,Quest for Camelot
Drama,en,2009-06-26,7.4,truths; girl's; order,My Sister's Keeper
"Action, Thriller",en,2007-05-22,6.8,unwind; just; covertly,Death Proof
"Drama, Adventure, Comedy, Romance",cn,1991-11-30,5.5,thief; horse's; running,Sex and Zen
"Comedy, Thriller, Crime",es,2020-01-16,7.9,argentina; how; surprising,The Heist of the Century
"Thriller, Action",en,2017-08-21,5.7,seals; squad; hidden,Renegades
Comedy,en,2002-06-06,6.7,peter; yourself; black?,Jack Black: Spider-Man
Drama,en,2017-10-27,6.2,converting; auto; experience,Let There Be Light
"Drama, History",en,2018-12-25,7.4,teams; appeals; overturn,On the Basis of Sex
"Adventure, Action, Thriller, Science Fiction",en,1981-12-24,7.4,warriors; rockatansky; postapocalyptic,Mad Max 2
"Science Fiction, Action, Drama, Romance, Adventure, Thriller",en,2018-07-25,7.0,98%; joins; camp,The Darkest Minds
"Thriller, Crime, Drama",en,2013-01-18,5.9,worst; rife; taggart,Broken City
"Fantasy, Animation",ja,2010-12-23,7.5,tobitaka; ogre; (fubuki,Inazuma Eleven: The Movie
"Drama, Thriller, Mystery",en,2017-10-20,7.0,gradually; spotless; margins,The Killing of a Sacred Deer
"Horror, Comedy",en,2004-04-09,7.5,dead; londoners; snack,Shaun of the Dead
Drama,en,2021-09-10,7.6,make; louisiana; called,Blue Bayou
"Fantasy, Adventure, Family",en,2013-03-07,5.9,he's; great; oscar,Oz the Great and Powerful
"Thriller, Action, Animation, Science Fiction",en,2018-01-12,6.7,series; ripper; investigates,Batman: Gotham by Gaslight
"Crime, Thriller",en,2015-03-15,6.2,dispatched; begins; very,Child 44
"Horror, Thriller",en,1988-05-13,5.5,curse; telekinesis; abilities,Friday the 13th Part VII: The New Blood
Action,en,2004-01-16,5.1,ford; member; gang,Torque
"Animation, Family, Adventure",en,2013-12-18,6.0,dinosaurs; transports; based,Walking with Dinosaurs
Thriller,it,2021-06-07,5.7,caught; security; assault,Security
"Adventure, Animation, Comedy, Family, Science Fiction",en,2018-02-13,6.8,flash; day; flash,Lego DC Comics Super Heroes: The Flash
"Documentary, TV Movie",en,2019-05-26,7.1,show; postfinale; hit,Game of Thrones: The Last Watch
"Adventure, Action, Science Fiction",en,1983-05-25,7.9,seeks; once; rescue,Return of the Jedi
"Comedy, Romance, Thriller",en,2021-03-19,5.7,dead; leads; may,Happily
"Action, Thriller",en,2016-11-11,6.6,japanese; karate; tournament,Lady Bloodfight
"Fantasy, Animation, Horror, Action",en,2018-10-04,7.9,dark; easy; mistake,Constantine: City of Demons - The Movie
"Thriller, Crime, Drama",en,2012-09-01,6.5,richard; killer; notorious,The Iceman
"Drama, Romance",en,2021-01-29,7.0,tensions; revelations; painful,Malcolm & Marie
"Crime, Action, Science Fiction",en,1993-10-08,6.6,killing; cryogenically; phoenix,Demolition Man
"Adventure, Animation, Comedy, Family",en,2012-02-07,6.6,tame; princess'; boots,Puss in Boots: The Three Diablos
"Adventure, Drama",en,1991-08-02,6.0,tanned; pacific; south,Return to the Blue Lagoon
"War, Action, Drama",en,2019-10-17,6.6,higherups; he'll; increasinglyviolent,The Kill Team
"Drama, Thriller, Mystery",en,1999-07-16,7.5,head; quickly; sexual,Eyes Wide Shut
Drama,en,2021-10-27,6.5,white; passing; 1920s,Passing
"Family, Comedy",en,2011-03-25,6.6,opportunity; chief; brother,Diary of a Wimpy Kid: Rodrick Rules
Drama,en,2013-11-01,2.0,mother; michelle; past,Euphoria
Action,en,2014-08-12,4.1,nonstop; mishima; fury,TEKKEN: Kazuya's Revenge
"Music, Drama, History",en,1997-03-21,7.8,quintanilla; realizes; tragically,Selena
"Adventure, Comedy, Family",en,2017-11-09,7.5,aunt; lucy; picks,Paddington 2
"History, Drama",en,2018-10-11,7.0,astronaut; mission; moon,First Man
"Music, Drama, Romance",en,2008-02-14,6.7,dancer; baltimore; rebellious,Step Up 2: The Streets
"Action, Crime, Thriller",en,2002-10-02,6.7,special; sets; motion,The Transporter
"Comedy, Fantasy, Romance",en,2004-04-13,6.7,until; granted; rink,13 Going on 30
"Action, Adventure, Fantasy, Science Fiction",en,2005-06-29,5.8,reed; fire;; stretch,Fantastic Four
Horror,pt,2020-10-29,6.4,innocence; interdicted; however,A Gruta
"Family, Comedy, Adventure, Crime",en,1994-07-01,6.2,appear; bink; baby,Baby's Day Out
"Adventure, Animation, Family, Western",en,1991-11-21,6.3,making; con; west,An American Tail: Fievel Goes West
Horror,en,1982-08-13,5.8,counselors; another; crystal,Friday the 13th Part III
"Adventure, Comedy, Animation, Family",en,2015-11-01,6.8,pursue; mission; upon,The Peanuts Movie
"Comedy, Drama, Fantasy",en,2006-06-23,6.2,morty; sales; loopy,Click
"Animation, Action, Comedy, Science Fiction",en,2018-07-27,7.4,dreams; titans; role,Teen Titans Go! To the Movies
"Family, Action, Animation, Comedy",en,2017-06-01,6.2,comic; mischievous; underpants,Captain Underpants: The First Epic Movie
"War, Action, Drama",en,2017-04-21,6.5,village; us; small,Sand Castle
"Action, Adventure, Drama",en,2022-03-31,0.0,murder; prince; father’s,The Northman
"Comedy, Drama",en,2018-11-13,7.6,hope; three; kids,Instant Family
"Action, Comedy, Thriller, Romance",en,2010-06-04,5.9,put; settles; computer,Killers
"Romance, Horror",en,1992-11-13,7.4,jonathan; mina; london,Bram Stoker's Dracula
"Horror, Thriller",en,2007-03-22,5.5,day; guard; themselves,The Hills Have Eyes 2
"Animation, Adventure, Family",en,2018-02-07,6.7,feud; heights; next,Peter Rabbit
"TV Movie, Action, Adventure, Fantasy, Science Fiction",en,1978-09-06,6.4,order; psychiatrist; past,Dr. Strange
"Adventure, Family",en,2019-12-20,8.2,untold; sled; alaskan,Togo
"Comedy, Drama",en,1998-06-04,8.1,show; best; unending,The Truman Show
"Comedy, Drama",en,2016-11-18,7.2,dates; until; high,The Edge of Seventeen
"Drama, Mystery, Fantasy, Horror",is,2021-08-12,6.5,sheep; unexpected; joy,Lamb
"Fantasy, Action, Thriller",en,2009-01-22,6.5,feud; fantasy; king,Underworld: Rise of the Lycans
"Drama, Action, History",en,2017-09-22,7.4,mountain; members; deadly,Only the Brave
"Thriller, Science Fiction, Horror",en,2020-02-26,7.2,cecilia; nobody; turn,The Invisible Man
"Action, Adventure, Crime, Science Fiction, Thriller",en,1990-06-22,5.9,ends; failed; ocp's,RoboCop 2
"Adventure, Action, Thriller",en,2006-05-03,6.7,ethan; hunt; action,Mission: Impossible III
Thriller,en,2014-10-23,6.8,graduate; medical; staffing,Stonehearst Asylum
"Music, Drama, Romance",en,2012-07-26,6.9,whose; sean; emily,Step Up Revolution
"Horror, Mystery, Science Fiction",en,1982-06-25,8.0,victims; discover; don't,The Thing
"Family, Comedy, Animation",en,2006-05-17,6.5,food; invading; fools,Over the Hedge
"Animation, Adventure, Comedy, Family",de,2016-02-04,5.8,wake; control; power,Robinson Crusoe
"Action, War",en,2016-09-22,5.9,uss; five; shark,USS Indianapolis: Men of Courage
"Action, Comedy, Crime",en,1999-09-17,6.4,hit; built; jail,Blue Streak
"Horror, Thriller",en,2007-04-20,6.2,couple; film; cameras,Vacancy
Documentary,en,2008-07-15,7.5,batman; idealbut; tragedy,Batman Unmasked: The Psychology of the Dark Knight
"Action, Adventure, Crime, Mystery, Thriller",en,2005-04-27,5.0,sports; deadly; make,xXx: State of the Union
"Drama, Romance",en,2017-10-13,7.3,inventor; 1941; invent,Professor Marston and the Wonder Women
"Drama, History",en,2005-01-14,7.5,based; ken; headlines,Coach Carter
"Drama, Comedy",en,2017-09-08,7.3,lady; age; mcpherson,Lady Bird
Thriller,no,2015-08-28,6.7,high; creates; tsunami,The Wave
"Animation, Comedy, Adventure, Family",ru,2019-04-27,7.1,funfilled; return; panda,The Big Trip
"Science Fiction, Thriller, Horror",en,2013-02-21,6.3,deadly; activity; producers,Dark Skies
"Comedy, Romance",en,2010-12-21,5.6,skeptical; twins'; he's,Little Fockers
"Action, Thriller, Mystery",en,2018-01-11,6.3,businessman; around; criminal,The Commuter
"Adventure, Animation, Mystery",en,2011-10-24,6.9,winning; loyal; actionpacked,The Adventures of Tintin
"Adventure, Action, Thriller",en,1995-11-16,6.9,it's; hijacked; syndicate,GoldenEye
"Romance, Drama",en,2010-07-30,7.0,far; honoring; newfound,Charlie St. Cloud
"Comedy, Romance",en,1995-07-19,7.3,rich; how; decides,Clueless
"Action, Drama, Mystery, Thriller",en,2002-06-14,7.4,dead; reconstruct; account,The Bourne Identity
Comedy,de,1971-08-26,5.2,producer; golden; festival,Die goldene Banane von Bad Porno
"Adventure, Animation, Comedy, Family",en,2006-10-22,6.2,hang; roddy; ratropolis,Flushed Away
Comedy,en,2014-11-26,6.2,investor; kidnapping; misguided,Horrible Bosses 2
"Mystery, Science Fiction, Thriller",en,2009-11-06,6.2,mystery; verge; dr,The Fourth Kind
"Drama, Romance",en,2021-07-23,7.5,intense; recounts; discovers,The Last Letter From Your Lover
"Action, Thriller, Horror",en,2020-03-11,6.6,twelve; strangers; gather,The Hunt
