Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Family, Fantasy, Adventure, Comedy, Horror",en,2020-10-25,6.5,loving; demopolis; alabama,Roald Dahl's The Witches
Comedy,es,2021-12-25,3.5,grandmother; high; luck,El Paseo 6
"Horror, Drama",en,2021-04-30,5.7,mother; solace; artist,Separation
"Animation, Science Fiction, Action",ja,2022-04-22,0.0,goku; organization; destroyed,Dragon Ball Super: Super Hero
Romance,en,2022-08-25,0.0,longer; sweet; simple,After Ever Happy
"Drama, Thriller, War",en,2009-01-22,7.1,look; sam; presumed,Brothers
"Animation, Comedy, Fantasy, Adventure, Family",en,2001-05-18,7.7,wisecracking; ogre; shrek,Shrek
"Action, Comedy, Documentary",en,2022-02-01,7.1,wildly; absurd; joy,Jackass Forever
"Adventure, Family, Animation, Action, Comedy",en,2014-10-24,7.8,special; hightech; prodigy,Big Hero 6
"Animation, Comedy, Fantasy",en,2021-04-02,7.5,occupy; playtime; tries,Monster Pets: A Hotel Transylvania Short
"Romance, Comedy",es,2015-03-03,6.2,tired; easy; finding,Off Course
"Action, Adventure, Fantasy",en,2014-12-10,7.3,erebor's; sauron; events,The Hobbit: The Battle of the Five Armies
"Action, Adventure",ru,2021-04-01,6.8,mind; pushes; nature,Major Grom: Plague Doctor
"Animation, Family",en,2021-01-13,7.1,make; vampire; hunter,Monster Family 2
"Action, Crime, Thriller",en,2021-07-14,6.4,choice; gang; rogue,Gunpowder Milkshake
"Crime, Horror",ja,1986-01-18,4.0,abuses; until; turn,Beautiful Sisters: Flesh Slave
"Action, Drama, Crime",en,2021-01-22,6.7,sizemore; h; writer:,Narco Sub
"Adventure, Fantasy, Mystery",en,2007-06-28,7.7,umbridge; showdown; train,Harry Potter and the Order of the Phoenix
"Crime, Thriller",en,2015-09-09,6.9,notoriety; reggie; rise,Legend
"Animation, Comedy, Mystery, Family, Fantasy",en,2021-09-14,8.2,monster; themselves; hometown,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog
"TV Movie, Animation, Comedy, Family, Drama",en,2021-08-13,7.0,epic; do; happilyeverafter,Descendants: The Royal Wedding
"Family, Animation, Adventure, Comedy, Fantasy",en,2019-11-20,7.3,truth; far; forest,Frozen II
"Horror, Action",en,2021-08-13,7.5,flooded; it's; storm,Swim
"Drama, Science Fiction",zh,2021-08-27,6.6,scarce; plants; various,Mutation on Mars
"Science Fiction, Thriller, Mystery",en,2021-09-03,5.5,colony; colony's; stateoftheart,Zone 414
"Fantasy, Adventure",en,2011-07-07,8.1,rival; harry; voldemort,Harry Potter and the Deathly Hallows: Part 2
"Action, Adventure, Science Fiction",en,2015-04-22,7.3,go; uneasy; heroes,Avengers: Age of Ultron
"Action, Adventure, Fantasy, Science Fiction",en,2017-10-24,7.6,threat; hela; imprisoned,Thor: Ragnarok
"Horror, Fantasy",en,2019-09-04,6.9,27; supernatural; call,It Chapter Two
"Family, Animation, Drama",en,1994-06-23,8.3,needs; prince; outcast,The Lion King
"Drama, History",en,2021-11-18,8.0,coach; venus; serena,King Richard
"Thriller, Horror, Mystery",en,2021-10-21,7.5,seems; fashion; dazzling,Last Night in Soho
"Action, Fantasy",en,1992-06-19,6.9,deals; calling; batman,Batman Returns
"Adventure, Fantasy, Drama, Romance",en,2010-06-23,6.2,struggle; bella; choose,The Twilight Saga: Eclipse
"Crime, Drama, Thriller",en,2021-09-03,6.4,seeks; reservation; goes,Wild Indian
Comedy,en,2012-03-01,6.8,things; control; party,Project X
Action,en,2021-08-19,6.6,brutally; business; whose,The Protégé
"Crime, Thriller, Drama, Action",en,2021-11-05,5.9,armed; 20year; sentence,Ida Red
"Horror, Thriller",en,2013-01-14,5.6,old; divorce; start,The Haunting of Helena
"Action, Adventure, Crime",zh,2020-09-30,6.3,company; mercenary; organization,Vanguard
"Adventure, Fantasy, Action",en,2003-07-09,7.8,jack; royal; 18thcentury,Pirates of the Caribbean: The Curse of the Black Pearl
"Animation, Comedy, Family",en,2021-07-07,7.5,loki; again; universe,"The Simpsons: The Good, the Bart, and the Loki"
"Action, Thriller, Crime",en,2021-01-15,7.0,assassins; suddenly; jim,The Marksman
"Adventure, Family, Drama",fr,2021-12-15,7.3,disappearance; harmless; puppy,Vicky and Her Mystery
"Animation, Adventure, Comedy, Fantasy",ja,2019-08-30,8.4,potential; off; informs,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson
"Drama, Crime",pt,2021-10-22,7.1,living; human; teen,7 Prisoners
Documentary,es,2022-02-23,6.5,hunt; political; ignited,11M
"Science Fiction, Action",ko,2021-04-12,7.6,gets; human; seobok,Seobok: Project Clone
"Animation, Family, Comedy, Fantasy, Adventure",en,2004-05-19,7.2,shrek; charming; married,Shrek 2
"Adventure, Fantasy, Family",en,2010-02-01,6.2,could; actually; poseidon,Percy Jackson & the Olympians: The Lightning Thief
"Romance, Animation, Drama",ja,2016-08-26,8.5,continues; around; randomly,Your Name.
Comedy,en,2021-12-17,5.9,ready; anything; ceo,Chief Daddy 2: Going for Broke
"Adventure, Action, Science Fiction",en,2016-04-27,7.4,following; former; causing,Captain America: Civil War
"Crime, Thriller, Drama",en,2019-10-02,8.2,gotham; turns; comedian,Joker
"Crime, Drama, Thriller, Action",en,2012-12-20,6.6,interrogation; skill; six,Jack Reacher
"Comedy, Drama",it,2022-03-04,6.7,plot; twist; film,The Invisible Thread
"Drama, Action, Thriller",en,2021-08-11,5.9,buckingham; power; transpire,SAS: Red Notice
"Adventure, Fantasy, Drama",en,2020-09-04,7.0,jun; per; mulan,Mulan
"Comedy, Romance",en,2022-02-10,6.1,moments; thought; hatch,I Want You Back
"Adventure, Fantasy, Action",en,2006-07-06,7.3,jones; eternal; blood,Pirates of the Caribbean: Dead Man's Chest
Action,en,2009-09-29,6.5,ninja; secret; haunted,Ninja Assassin
"Crime, Drama, Comedy",en,2013-12-25,8.0,autobiography; wall; street,The Wolf of Wall Street
"Animation, Adventure, Fantasy, Family, TV Movie",en,2021-12-30,7.4,again; troll; use,Hilda and the Mountain King
"Action, Adventure, Drama",ja,2021-06-04,7.8,heart; known; gentle,Rurouni Kenshin: The Beginning
"Action, Adventure, Comedy",ml,2021-12-24,7.2,superhero; hometown; unexpected,Minnal Murali
"Animation, Adventure, Fantasy, Action, Family",ja,2019-07-12,6.7,created; accepting; pokémon,Pokémon: Mewtwo Strikes Back - Evolution
"Animation, Action, Adventure, Fantasy",ja,2021-07-30,7.0,temple; destroy; solomon,Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon
"Science Fiction, Action, Adventure, Comedy",en,2014-08-07,5.9,emerge; turtle; city,Teenage Mutant Ninja Turtles
"Drama, Romance, Thriller",en,2015-02-11,5.9,drawn; grey; campus,Fifty Shades of Grey
Action,en,2021-11-15,6.6,face; lured; brutal,Never Back Down: Revolt
"Animation, Family, Comedy, Fantasy",en,2021-01-15,8.1,childhood; longing; teen,Wish Dragon
"Animation, Comedy, Family, Adventure",en,2002-03-10,7.3,its; quest; tiger,Ice Age
"Action, Adventure, Comedy",en,2019-08-01,6.9,faced; smack; anarchist,Fast & Furious Presents: Hobbs & Shaw
"Animation, Comedy, Family",en,1999-10-30,7.6,al; owner; toys,Toy Story 2
Action,en,2021-08-18,6.8,wife's; daughter; bring,Sweet Girl
Thriller,fr,2021-08-18,7.5,crime; marseille; dangerous,The Stronghold
"Animation, Adventure, Family, Western",en,2021-05-20,7.5,frontier; city; moves,Spirit Untamed
"Action, Thriller",en,2021-04-29,7.1,murder; seal; seeking,Tom Clancy's Without Remorse
"Adventure, Fantasy",en,2010-10-17,7.8,harry; dangerous; dead,Harry Potter and the Deathly Hallows: Part 1
"Animation, Science Fiction, Fantasy, Action",en,2021-10-09,7.8,unhinged; earth; control,Injustice
"Horror, Thriller, Comedy",pl,2021-10-27,4.0,survivor; something; insecure,Nobody Sleeps in the Woods Tonight 2
Action,en,2021-03-06,5.9,loose; kill; befriend,American Badger
"Animation, Action, Science Fiction, Drama",ja,2021-03-08,8.5,prove; true; however,Evangelion: 3.0+1.0 Thrice Upon a Time
"Animation, Family",en,2021-10-08,6.8,oneofakind; doll; sisters,LOL Surprise: The Movie
"Animation, Family, Fantasy",en,2009-02-05,7.8,everybody; alternate; parallel,Coraline
"Science Fiction, Adventure, Mystery, Action, Thriller, Fantasy, Comedy",fr,2020-11-19,6.2,investigating; support; traffic,How I Became a Superhero
"Animation, Comedy, Action, Family, Crime",en,2022-03-17,0.0,villains; bad; prison,The Bad Guys
"Science Fiction, Action",en,2018-09-28,6.9,eddie; symbiote; brock,Venom
"Action, Comedy",fr,2021-07-30,6.8,trouble; never; returns,The Last Mercenary
"Animation, Family, Adventure, Comedy",en,2011-06-11,6.0,lightning; mater; caught,Cars 2
Documentary,en,2022-02-09,7.4,within; months; catastrophic,Downfall: The Case Against Boeing
"Animation, Comedy, Family, Fantasy",en,2007-06-28,7.8,gourmet; resident; remy,Ratatouille
Animation,en,2021-12-02,7.2,series; secret; could,Mickey and Minnie Wish Upon a Christmas
"Animation, Science Fiction, Action",ja,1993-03-06,7.2,kai; saiyan; unknown,Dragon Ball Z: Broly – The Legendary Super Saiyan
"Fantasy, Action, Adventure",en,2022-05-04,0.0,allies; old; confront,Doctor Strange in the Multiverse of Madness
"Mystery, Crime, Drama, Thriller",en,2022-02-09,6.7,murderer; river; search,Death on the Nile
"Action, Crime, Horror, Thriller",en,2021-05-14,6.3,gamble:; venturing; pull,Army of the Dead
"Family, Comedy",en,2021-11-12,5.2,holidays; defend; married,Home Sweet Home Alone
"Action, Drama, Horror, Science Fiction, Thriller",en,2009-09-04,6.1,roads; globe; utopian,Carriers
"Action, Drama",en,2016-08-01,7.0,wife; battles; question,Boyka: Undisputed IV
"Action, Adventure, Science Fiction",en,2009-10-10,5.8,preparations; world's; wilson,2012
Romance,en,2021-07-06,3.3,lead; female; horrible,Why Women Cheat
"Animation, Comedy, Family, Music",en,2016-11-23,7.1,hosting; buster; drum,Sing
"Adventure, Action, Thriller, Science Fiction",en,2011-06-16,5.2,lantern; centuries; power,Green Lantern
"Action, Horror, Thriller",ko,2020-07-15,6.9,hordes; postapocalyptic; korean,Peninsula
Comedy,en,2015-06-25,6.3,ted; baby; ted,Ted 2
Drama,ja,1985-01-15,5.9,triangle; teacher; neither,High School Teacher: Maturing
"Action, Adventure, Fantasy",en,2017-05-30,7.3,comes; end; confront,Wonder Woman
"Action, Thriller, Crime",en,2022-03-04,4.7,score; chief; pregnant,A Day to Die
"Action, Adventure, Science Fiction",en,2021-03-12,4.2,planet; hostile; james,Cosmic Sin
"Adventure, Fantasy, Action",en,2007-05-19,7.2,captain; quite; elizabeth,Pirates of the Caribbean: At World's End
"Horror, Action, Fantasy",en,2010-01-21,5.8,humankind; outoftheway; god,Legion
"Animation, Comedy, Romance, Drama, Fantasy",ja,2019-06-15,8.4,appearance; girlfriend; makinohara,Rascal Does Not Dream of a Dreaming Girl
"Family, Comedy, Adventure, Animation, Fantasy",en,2021-03-25,7.3,looking; kind; everything,Peter Rabbit 2: The Runaway
"Animation, Action, Science Fiction",ja,2013-03-30,6.8,determined; defeated; destruction,Dragon Ball Z: Battle of Gods
"Animation, Family, Fantasy, Comedy, Music, Adventure",en,2021-09-23,8.1,brighteyed; divided; prove,My Little Pony: A New Generation
Action,en,2021-01-08,6.3,hero; powerful; forces,Redemption Day
"Adventure, Action, Science Fiction",en,2012-01-19,6.1,island; sean; mission,Journey 2: The Mysterious Island
"Drama, Comedy, Romance",en,2010-11-22,7.0,relentless; ultimate; ladies,Love & Other Drugs
"Fantasy, Drama, Romance, History",en,2022-01-21,7.4,daughter's; mermaid's; further,The King's Daughter
"Action, Comedy, Adventure",en,2018-05-10,7.5,deadpool; cable; battles,Deadpool 2
"Action, Crime, Thriller",en,2017-04-12,6.9,crew; crime; closest,The Fate of the Furious
"Fantasy, Action",en,2008-07-01,6.3,inflicted; downandout; weary,Hancock
"Science Fiction, Adventure, Thriller",en,2014-11-19,6.8,autocratic; rebellion; capitol,The Hunger Games: Mockingjay - Part 1
"Animation, Action, Science Fiction",ja,1994-03-12,6.7,super; shouts; frustration,Dragon Ball Z: Broly – Second Coming
"Horror, Thriller",en,2013-07-18,7.5,lorraine; ed; warrens,The Conjuring
"Comedy, Romance",ko,2021-06-04,7.9,highs; realworld; lows,Sweet & Sour
Drama,es,2021-11-12,4.0,several; sandbar; entire,The Belly of the Sea
"Action, Animation",ja,2020-11-27,3.5,'specialist; chosen; left,Grisaia: Phantom Trigger The Animation
"Adventure, Fantasy",en,2016-11-16,7.3,states; united; creatures,Fantastic Beasts and Where to Find Them
"Action, Drama, Horror, Science Fiction, Thriller",en,2013-06-20,6.8,human; mission; chaos,World War Z
"Animation, Music, Family",en,2021-08-20,7.3,your; explore; doubts,"Barbie: Big City, Big Dreams"
"Animation, Action, Adventure, Comedy, Family, Fantasy, Science Fiction",en,2021-06-20,6.9,capture; titans; discover,Teen Titans Go! See Space Jam
"Action, Comedy",en,2021-07-15,6.7,furious; murder; rampage,Jolt
"Animation, Family, Comedy, Fantasy",en,2020-10-23,6.9,follow; previously; snowman,Once Upon a Snowman
Crime,es,2021-10-08,6.9,hold; caught; change,Outlaws
"Animation, Action, Fantasy",en,2021-08-30,8.0,outworld; earthrealm; heroes,Mortal Kombat Legends: Battle of the Realms
"Action, Thriller",en,2021-06-11,6.2,hostages; stepfather's; armed,Rogue Hostage
"Drama, Romance",en,2018-01-17,6.7,relaxes; stability; fully,Fifty Shades Freed
"Action, Science Fiction, Fantasy",en,2020-11-20,5.0,hangs; fighters; battle,Jiu Jitsu
"Action, Thriller, Crime",en,2009-04-16,6.0,replaced; mobster; regular,Crank: High Voltage
"Adventure, Fantasy, Action",en,2001-12-18,8.4,leave; baggins; hands,The Lord of the Rings: The Fellowship of the Ring
"Animation, Family, Adventure",en,1998-06-18,7.9,country; shang; dragon,Mulan
"Adventure, Fantasy, Action",en,2011-04-21,6.8,asgard; dangerous; arrogant,Thor
"Comedy, Drama, Romance",en,2008-05-12,6.6,york; jilt; mr,Sex and the City
Thriller,en,2021-07-30,6.4,steal; invaders; break,Masquerade
"Animation, Family, Fantasy",en,1989-11-17,7.4,tells; very; chance,The Little Mermaid
"Comedy, Romance",es,2021-07-30,6.8,sex; relationships; oscillating,More the Merrier
Horror,es,2021-05-05,6.2,dark; without; brave,The Exorcism of Carmen Farias
"Action, Horror, Thriller",ko,2016-07-20,7.8,fight; fended; busan,Train to Busan
"Animation, Family, Adventure, Fantasy",en,2013-11-20,7.3,courage; kingdom; fate,Frozen
"Animation, Fantasy, Action",ja,2012-07-28,7.6,day; killing; tailed,Naruto Shippuden the Movie: Road to Ninja
"Action, Science Fiction, Adventure",en,2010-07-15,8.4,target's; another; thief,Inception
"Crime, Thriller",en,2021-02-27,8.1,move; 18th; basement,Girl in the Basement
"Comedy, Romance, Drama",en,2009-06-01,7.1,editor; forces; she's,The Proposal
"Animation, Adventure, Action, Fantasy",ja,2020-02-01,7.6,chapel; gets; any,Goblin Slayer: Goblin's Crown
"Family, Fantasy, Animation, Romance",en,1950-02-22,7.0,loyal; cinderella; cinderella's,Cinderella
Horror,es,2021-10-21,7.0,control; no; hand,El amarre
Comedy,en,2009-06-02,7.3,try; make; seem,The Hangover
"Adventure, Comedy, Family, Fantasy",en,2005-07-13,7.0,candy; maker; magnificent,Charlie and the Chocolate Factory
"Action, Adventure, Science Fiction",en,2018-06-06,6.6,again; so; dinosaurs,Jurassic World: Fallen Kingdom
"Thriller, Action, Crime",en,2017-02-08,7.3,some; rome; world’s,John Wick: Chapter 2
"Comedy, Family",es,2021-12-17,7.5,flora; perfect; custody,Mamá o papá
"Family, Adventure, Animation, Comedy, Fantasy, Drama",en,2019-06-19,7.6,adds; reluctant; place,Toy Story 4
"Fantasy, Drama, Romance",en,2008-11-20,6.3,classmate; pacific; moves,Twilight
"Crime, Comedy, Action, Adventure",en,2014-12-13,7.6,unrefined; supersecret; just,Kingsman: The Secret Service
"Drama, Crime",en,2021-11-24,7.6,prison; crime; serving,The Unforgivable
"Action, Science Fiction, Adventure",en,2013-07-11,6.8,legions; former; no,Pacific Rim
"Family, Animation",en,2020-09-10,7.0,paw; make; fly,PAW Patrol: Jet To The Rescue
"Drama, Romance",en,1997-11-18,7.9,later; departure; tells,Titanic
"Adventure, Fantasy, Action",en,2012-11-26,7.3,quest; baggins; swept,The Hobbit: An Unexpected Journey
"Horror, Thriller",en,2016-06-08,7.3,four; children; lorraine,The Conjuring 2
"Comedy, Romance",it,2022-01-05,6.2,challenging; four; single,Four to Dinner
"Action, Thriller",en,2016-10-19,5.9,turner; undertakes; task,Jack Reacher: Never Go Back
"Adventure, Action, Science Fiction, Thriller",en,2022-06-08,0.0,hunt—alongside; fearsome; humans,Jurassic World Dominion
Crime,fi,2021-10-27,6.9,lasse; place; voting,Bordertown: The Mural Murders
"Action, Thriller",en,2021-06-03,5.5,caught; farreaching; heist,The Misfits
"Drama, Science Fiction, Thriller",en,2021-06-09,6.0,sudden; away; key,Awake
"Thriller, Drama, Crime",hi,2021-11-19,7.2,call; extv; alarming,Dhamaka
Drama,en,1999-10-15,8.4,shocking; until; aggression,Fight Club
"Adventure, Family, Animation",en,2019-07-12,7.1,arrival; simba; former,The Lion King
"Thriller, Horror, Mystery",en,2021-09-01,7.0,discovers; dreams; terrifying,Malignant
"Action, Adventure, Drama, Family",en,2010-06-10,6.5,enemy; fight; dre,The Karate Kid
"Action, Science Fiction, Fantasy",en,2022-03-30,0.0,itself; same; ill,Morbius
"Comedy, Family, Romance",es,2022-02-09,4.0,no; looking; changes,¡Qué Despadre!
"Horror, Thriller",en,2021-01-26,6.0,means; stray; warnings,Wrong Turn
"Action, Adventure, Science Fiction, Fantasy, Drama",en,2023-06-23,0.0,mother; disrupts; prevent,The Flash
"Action, Adventure, Science Fiction",en,2018-02-13,7.4,powers; challenged; nation,Black Panther
"Animation, Drama",ja,2016-09-17,8.4,shouya; behaviour; once,A Silent Voice: The Movie
"Animation, Family",en,2003-05-30,7.8,sharks; surfer; fish,Finding Nemo
"Thriller, Action",en,2014-12-16,6.2,inspector; exact; skills,Taken 3
"Adventure, Fantasy, Action",en,2003-12-01,8.5,revealed; gondor; gandalf,The Lord of the Rings: The Return of the King
Horror,en,2003-05-21,6.2,psychopathic; chainsawwielding; killers,The Texas Chainsaw Massacre
"Animation, Family, Comedy",en,2021-07-30,7.6,named; musicloving; deliver,Vivo
"Animation, Action",en,2020-10-13,7.2,birth; same; jason,Batman: Death in the Family
"Animation, Drama, Fantasy, Romance",ja,2019-06-19,8.1,clear; wonderful; then,Weathering with You
"Action, Adventure, Animation, Family",en,2004-10-27,7.7,formerly; assignment; superhero,The Incredibles
Comedy,en,2021-03-04,6.6,named; once; royal,Coming 2 America
Comedy,fr,2021-09-15,6.3,billionaire; teenagers; value,Spoiled Brats
"Action, Science Fiction, Adventure",en,2008-04-30,7.6,stark; creates; engineer,Iron Man
Thriller,en,2021-08-16,6.1,jewish; germany; families,Plan A
"Horror, Thriller, Mystery",en,2021-07-01,6.8,played; common; escape,Escape Room: Tournament of Champions
"Science Fiction, Action, Fantasy",en,1997-06-20,4.3,freeze; mr; ivy,Batman & Robin
"Action, Fantasy, Horror",en,2012-06-20,5.7,president; lincoln's; helpers,Abraham Lincoln: Vampire Hunter
"Action, Adventure, Science Fiction, Thriller",en,2015-06-06,6.7,dinosaur; jurassic; theme,Jurassic World
Documentary,en,2017-03-28,5.5,history; predecessor; porn,After Porn Ends 2
"Action, Adventure, Drama",ja,2021-04-23,7.9,minions; 1879; enishi,Rurouni Kenshin: The Final
"Thriller, Animation, Action, Comedy, Horror, Mystery",ja,2011-07-30,7.2,leader; master; imprisonment,Naruto Shippuden the Movie: Blood Prison
"Action, Comedy, Thriller, Horror",no,2021-07-30,6.7,head; couple; respective,The Trip
Comedy,en,2010-06-24,6.3,coach; teammates; good,Grown Ups
"Animation, Action, Science Fiction",ja,1994-07-09,5.8,decide; bada; know,Dragon Ball Z: Bio-Broly
"Adventure, Action, Fantasy",en,2017-05-23,6.6,deadly; led; headstrong,Pirates of the Caribbean: Dead Men Tell No Tales
"Animation, Comedy, Family, Adventure",en,2009-06-26,6.7,changing; motor; sabertoothed,Ice Age: Dawn of the Dinosaurs
Drama,en,2021-02-25,4.2,odds; suffer; roman,The Penitent Thief
"Animation, Adventure",ja,2020-12-25,7.3,koko; meet; grown,Pokémon the Movie: Secrets of the Jungle
"Mystery, Adventure, Comedy",en,2002-06-14,6.0,discover; mystery; separate,Scooby-Doo
"Animation, Family",en,2010-11-24,7.6,supercop; horse; towerbound,Tangled
"Action, Adventure, Science Fiction",en,2013-04-18,6.9,retribution; stark's; formidable,Iron Man 3
"Action, Adventure, Fantasy",en,2010-06-30,4.7,nation; successor; adventures,The Last Airbender
"Western, Action",en,2021-09-10,5.8,pawnee; stoic; deputy,Catch the Bullet
"Adventure, Comedy, Fantasy",en,2019-12-04,7.0,order; gang; rescue,Jumanji: The Next Level
"Drama, Romance",en,2017-02-08,6.5,hopes; another; trust,Fifty Shades Darker
"Animation, Family, Comedy, Music, Fantasy",en,2021-08-20,7.8,scotland; travel; giant,The Loud House Movie
"Drama, Romance",ko,2020-07-06,7.3,force; my; between,The Secret to Be Told: Relationship With My Aunt
"Drama, Comedy",es,2021-10-05,6.1,friend; cosmos; sperm,This Is Not a Comedy
"Horror, Mystery",en,2021-06-28,6.8,brutal; centuries; notorious,Fear Street: 1994
"Action, Adventure, Fantasy, Science Fiction",en,2017-11-15,6.1,arthur; parademons; restored,Justice League
"Action, Adventure, Animation, Family",en,2018-06-14,7.5,care; challenge; incredible,Incredibles 2
"Science Fiction, Adventure, Action",en,2018-03-28,7.6,created; fortune; contest,Ready Player One
"Fantasy, Adventure",en,2022-04-07,0.0,dumbledore; dangers; rule,Fantastic Beasts: The Secrets of Dumbledore
"Animation, Family",en,2021-12-09,7.4,clock; meanwhile; won't,Snoopy Presents: For Auld Lang Syne
Comedy,en,2000-07-07,6.3,funny; masked; parody!,Scary Movie
"Horror, Thriller, Mystery",en,2021-09-29,6.0,dream; herself; search,No One Gets Out Alive
"Adventure, Drama, Science Fiction",en,2014-11-05,8.4,interstellar; newly; conquer,Interstellar
"Animation, Family, Action, Comedy, Science Fiction, Fantasy",en,2017-02-08,7.2,wayne; plan; coolerthanever,The Lego Batman Movie
"Action, Adventure, Fantasy",en,2019-05-03,7.0,pocketsize; intelligent; battle,Pokémon Detective Pikachu
Action,en,2021-09-10,6.7,criminal; forms; hours,Kate
"Adventure, Family, Fantasy",en,2005-12-07,7.1,climactic; step; plunged,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
"Comedy, Family",en,1998-07-28,7.1,summer; divorce; same,The Parent Trap
"Romance, Family, Animation, Fantasy",en,1991-10-22,7.7,beauty; important; turned,Beauty and the Beast
"Animation, Adventure",en,2019-04-18,7.9,city; faithfully; journey,The Pilgrim's Progress
"Action, Adventure, Fantasy",en,2013-10-30,6.6,jane; restore; embark,Thor: The Dark World
"Animation, Family, Fantasy",ja,1997-03-26,6.7,constantly; lose; jr,Dragon Ball GT: A Hero's Legacy
"Animation, Comedy, Family",en,2007-07-25,7.0,water; dome; accidentally,The Simpsons Movie
"Action, Thriller, Crime",en,2019-05-15,7.4,excommunicado; million; john,John Wick: Chapter 3 - Parabellum
"Action, Drama, Science Fiction",en,2017-02-28,7.8,future; arrives; cares,Logan
"Science Fiction, Action, Adventure",en,2014-06-25,5.9,transformer; ingenious; crosshairs,Transformers: Age of Extinction
"Animation, Family, Adventure, Drama, Comedy",en,2015-06-09,7.9,exception; control; headquarters,Inside Out
"Thriller, Action, Crime",en,2020-01-15,7.2,police; armas; confront,Bad Boys for Life
"Science Fiction, Thriller",en,2021-04-08,6.2,mission; fear; natures,Voyagers
"Science Fiction, Action, Thriller, Adventure",en,2015-06-23,5.9,resistance; future; continues,Terminator Genisys
"Adventure, Fantasy, Action",en,2002-12-18,8.4,mordor; members; trekking,The Lord of the Rings: The Two Towers
"Comedy, Thriller, Drama",ko,2019-05-30,8.5,entangled; parks; interest,Parasite
"Crime, Drama",en,2021-09-22,6.7,nephew; newark; allpowerful,The Many Saints of Newark
"Action, Comedy, Mystery, Crime",en,2016-06-15,6.4,espionage; reunites; pal,Central Intelligence
"Animation, Comedy, Family, Adventure",en,2009-05-28,7.9,old; entire; russell),Up
"Drama, Crime, Thriller",en,2009-10-15,7.3,hands; also; others,Law Abiding Citizen
"Thriller, Adventure, Action",en,2010-08-03,6.2,discover; sniper; commissioned,The Expendables
"Horror, Mystery",en,2021-07-08,7.3,camp; together; towns',Fear Street: 1978
"Action, Crime",en,2020-02-05,7.0,lord; diamond; quinn,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)
"Family, Fantasy, Comedy",pl,2021-12-06,6.3,together; adventures; parents,David and the Elves
"Science Fiction, Action, Thriller",en,2010-07-03,6.2,trapped; coldblooded; planet,Predators
"Thriller, Crime",en,2021-02-19,6.5,lucrative; treatment; ohio,Body Brokers
"Science Fiction, Action",en,2020-10-25,5.6,rose; mercenaries; virus,Skylines
"Horror, Thriller",en,2022-03-03,7.0,lame; grocery; number,Fresh
Documentary,it,2016-06-24,5.5,body; were; between,Porn to Be Free
Science Fiction,en,2020-08-31,5.7,everything; worse; cell,Solitary
"Horror, Crime, Mystery",en,2021-05-12,6.2,charge; banks; morbid,Spiral: From the Book of Saw
"Action, Adventure, Comedy, Crime, Thriller",en,2017-09-20,7.0,attack; merlin; together,Kingsman: The Golden Circle
"Family, Comedy, Fantasy, Animation",en,2021-04-30,7.1,22; souls; revelation,22 vs. Earth
"Action, Thriller, Crime, Adventure",en,2015-04-01,7.3,toretto; brother; comatose,Furious 7
"Adventure, Action, Science Fiction",en,2017-04-19,7.6,unravel; keep; fight,Guardians of the Galaxy Vol. 2
"Animation, Family, Comedy",en,2010-06-16,7.8,day; band; escape,Toy Story 3
"Thriller, Horror",en,2021-01-26,6.2,solitary; wife; dead,Caged
"Thriller, Action, Crime, Drama",en,2020-09-03,6.5,live; name; because,Honest Thief
